unit;counterparty_code;counterparty_name;ctype_code;ctype_name;def_id;default_start_date;default_end_date;long_term_rating;currentstartdate;defaultenddate;dqi_check
RLUA;1356632;"DP ""Esteit-STN""";3;Corporates;118830;06.08.2019;22.03.2021;CORP_MIS;06.08.2019;22.03.2021;OK
RLUA;703257;"TOVA ""Mayak""";3;Corporates;97426;27.02.2017;30.01.2018;CORP_MIS;27.02.2017;30.01.2018;OK
RLUA;700578;"TOV ""Obmachivski Zori""";3;Corporates;97445;27.02.2017;30.01.2018;CORP_MIS;27.02.2017;30.01.2018;OK
RLUA;742393;"TOV ""Vog Aero Dzhet""";3;Corporates;110386;11.05.2018;16.05.2018;CORP_MIS;11.05.2018;16.05.2018;OK
RPL;1515533;KÕFUV Kereskedelmi és Szolgáltató K-ft.;6;Small Medium Business (SMB);138234;29.03.2022;25.07.2022;SME_9C;29.03.2022;25.07.2022;OK
RPL;1225257;"BÁBOKI Tabak Bt. ""KTA""";6;Small Medium Business (SMB);132632;16.06.2021;01.12.2021;SME_9C;16.06.2021;01.12.2021;OK
RPL;304218;NADIM Kft.;6;Small Medium Business (SMB);95186;02.12.2016;30.08.2021;SME_MIS;02.12.2016;30.08.2021;OK
RPL;791779;PREVOST-HUNGÁRIA Szállítási Kft.;3;Corporates;124090;06.04.2020;20.07.2021;CORP_6B;06.04.2020;20.07.2021;OK
RRRS;118715;FRIKOM DOO BEOGRAD;3;Corporates;98267;31.03.2017;20.10.2021;CORP_9C;31.03.2017;20.10.2021;OK
RRRS;132492;AKCIONARSKO DRUSTVO FABRIKA SECERA;3;Corporates;90701;13.07.2016;26.12.2016;CORP_MIS;13.07.2016;26.12.2016;OK
TBSK;132186;AGS spol. s r.o.;6;Small Medium Business (SMB);121090;04.12.2019;12.01.2021;SME_MIS;04.12.2019;12.01.2021;OK
TBSK;1857681;Creditor BETA, s.r.o.;6;Small Medium Business (SMB);128760;19.11.2020;01.03.2021;SME_MIS;19.11.2020;01.03.2021;OK
TBSK;302882;AGRO - BIO HUBICE, a.s.;3;Corporates;93987;26.10.2016;20.02.2017;CORP_5C;26.10.2016;20.02.2017;OK
TBSK;663513;Peter Malec - cargo M & M;6;Small Medium Business (SMB);125853;30.06.2020;23.11.2020;SME_MIS;30.06.2020;23.11.2020;OK
TBSK;1486376;Vector Invest, s.r.o.;3;Corporates;124536;11.05.2020;19.05.2021;CORP_MIS;11.05.2020;19.05.2021;OK
TBSK;99134;SVING GASTRO, spol. s r.o.;6;Small Medium Business (SMB);130750;22.02.2021;14.01.2022;SME_9C;22.02.2021;14.01.2022;OK
TBSK;648148;BPS Hubice, s. r. o.;18;Specialised Lending Project (excl. Commodity);93986;26.10.2016;27.09.2017;SLOT_PF_6.3;26.10.2016;27.09.2017;OK
TBSK;781606;LIMA SLOVAKIA, s.r.o.;6;Small Medium Business (SMB);91541;15.08.2016;04.07.2017;SME_MIS;15.08.2016;04.07.2017;OK
TBSK;1601368;CESKA PRODUKCNI Social Media SK s.r;6;Small Medium Business (SMB);137151;12.01.2022;20.04.2022;SME_9C;12.01.2022;20.04.2022;OK
TBSK;99260;OSP, a.s.;6;Small Medium Business (SMB);93222;10.10.2016;23.03.2018;SME_MIS;10.10.2016;23.03.2018;OK
TBSK;192323;Alexander Buday SANDRO;6;Small Medium Business (SMB);101346;21.06.2017;28.07.2021;SME_MIS;21.06.2017;28.07.2021;OK
TBSK;537240;ENZO, s.r.o.;6;Small Medium Business (SMB);92038;29.08.2016;02.05.2017;SME_MIS;29.08.2016;02.05.2017;OK
TBSK;241456;Polnohospodarske druzstvo Smolinske- (skratene: PD Smolinske);3;Corporates;89701;10.06.2016;09.02.2021;CORP_8B;10.06.2016;09.02.2021;OK
TBSK;207827;TRANSKONTAKT spol. s r.o.;3;Corporates;110648;28.05.2018;04.11.2019;CORP_MIS;28.05.2018;04.11.2019;OK
TBSK;1223220;PharmaVital, s.r.o.;6;Small Medium Business (SMB);120991;28.11.2019;30.03.2020;SME_MIS;28.11.2019;30.03.2020;OK
TBSK;101622;IMA INVEST s.r.o.;3;Corporates;97007;13.02.2017;10.07.2018;CORP_8C;13.02.2017;10.07.2018;OK
TBSK;246888;NATUR HOLZ;3;Corporates;85281;19.01.2016;15.06.2016;CORP_MIS;19.01.2016;15.06.2016;OK
TBSK;162028;Grandie, a. s.;3;Corporates;137154;12.01.2022;21.04.2022;CORP_9C;12.01.2022;21.04.2022;OK
TBSK;492057;IMA ALFA s.r.o.;3;Corporates;97025;13.02.2017;30.08.2017;CORP_MIS;13.02.2017;30.08.2017;OK
TBSK;543385;Methods and Planning, s.r.o.;6;Small Medium Business (SMB);90185;27.06.2016;27.12.2022;SME_9C;27.06.2016;27.12.2022;OK
TBSK;667293;KRIDLA;6;Small Medium Business (SMB);130920;03.03.2021;21.06.2021;SME_MIS;03.03.2021;21.06.2021;OK
TBSK;117111;Agro Tomasova a.s.;3;Corporates;106905;19.12.2017;20.01.2021;CORP_MIS;19.12.2017;20.01.2021;OK
TBSK;404691;EUROAKADEMIA, a.s.;18;Specialised Lending Project (excl. Commodity);134315;06.09.2021;13.12.2021;SLOT_PF_6.4;06.09.2021;13.12.2021;OK
TBSK;671052;AMH, s. r. o.;6;Small Medium Business (SMB);134310;06.09.2021;14.06.2022;SME_9C;06.09.2021;14.06.2022;OK
TBSK;100835;PROCOM MT, s.r.o.;6;Small Medium Business (SMB);93224;10.10.2016;11.03.2019;SME_4C;10.10.2016;11.03.2019;OK
TBSK;759743;Gerry Weber SK s. r. o.;3;Corporates;131436;30.03.2021;21.07.2021;CORP_MIS;30.03.2021;21.07.2021;OK
TBSK;1617850;M 8 Slovakia, spol. s r. o.;3;Corporates;117133;02.05.2019;20.04.2022;CORP_9C;02.05.2019;20.04.2022;OK
TBSK;186143;Eko - Salmo s.r.o.;3;Corporates;98146;29.03.2017;24.01.2018;CORP_MIS;29.03.2017;24.01.2018;OK
TBSK;526835;BT DOMINIK s.r.o.;6;Small Medium Business (SMB);112551;24.09.2018;03.07.2019;SME_MIS;24.09.2018;03.07.2019;OK
TBSK;527102;Chelsea Stone s.r.o.;6;Small Medium Business (SMB);97545;28.02.2017;12.10.2022;SME_9C;28.02.2017;12.10.2022;OK
TBSK;131510;Eggproduct, a.s.;3;Corporates;124535;11.05.2020;19.05.2021;CORP_MIS;11.05.2020;19.05.2021;OK
TBSK;698989;ARMAGAN, s.r.o.;6;Small Medium Business (SMB);106869;18.12.2017;02.04.2019;SME_MIS;18.12.2017;02.04.2019;OK
TBSK;1838080;AGRO SLUZBY PV Celare, s.r.o.;6;Small Medium Business (SMB);134870;28.09.2021;16.05.2022;SME_9C;28.09.2021;16.05.2022;OK
TBSK;560489;EMEL BRATISLAVA, s.r.o.;6;Small Medium Business (SMB);91226;28.07.2016;03.05.2021;SME_MIS;28.07.2016;03.05.2021;OK
TBSK;805562;RVRENT s.r.o.;18;Specialised Lending Project (excl. Commodity);94903;24.11.2016;27.08.2020;SLOT_RE_MIS;24.11.2016;27.08.2020;OK
TBSK;193555;IC DESIGN s.r.o.;3;Corporates;125948;06.07.2020;09.10.2020;CORP_MIS;06.07.2020;09.10.2020;OK
TBSK;90456;Promt SR, s.r.o.;3;Corporates;114211;26.11.2018;19.05.2021;CORP_MIS;26.11.2018;19.05.2021;OK
TBSK;777879;Versa Media, s.r.o.;6;Small Medium Business (SMB);137901;08.03.2022;13.06.2022;SME_9C;08.03.2022;13.06.2022;OK
TBSK;131452;Pneumat trading, s.r.o.;6;Small Medium Business (SMB);94944;25.11.2016;19.03.2018;SME_MIS;25.11.2016;19.03.2018;OK
TBSK;784580;SLOVUNIT R71 s. r. o.;18;Specialised Lending Project (excl. Commodity);124276;20.04.2020;10.08.2020;SLOT_RE_MIS;20.04.2020;10.08.2020;OK
TBSK;1611846;Galeria APP Lucky, s.r.o.;3;Corporates;121572;18.12.2019;15.04.2020;CORP_MIS;18.12.2019;15.04.2020;OK
TBSK;667738;ONTARIO CAPITAL LIMITED;3;Corporates;134322;06.09.2021;09.12.2021;CORP_9C;06.09.2021;09.12.2021;OK
TBSK;310284;Metal Industries Co., s.r.o.;6;Small Medium Business (SMB);124277;20.04.2020;21.07.2020;SME_MIS;20.04.2020;21.07.2020;OK
TBSK;208104;HUBERTUS s.r.o.;6;Small Medium Business (SMB);137896;08.03.2022;14.06.2022;SME_9C;08.03.2022;14.06.2022;OK
TBSK;191932;Keglevichov palac, s.r.o.;18;Specialised Lending Project (excl. Commodity);90186;27.06.2016;02.06.2017;SLOT_RE_MIS;27.06.2016;02.06.2017;OK
TBSK;139963;MatiStav s.r.o.;6;Small Medium Business (SMB);135951;08.11.2021;21.02.2022;SME_9C;08.11.2021;21.02.2022;OK
TBSK;1967262;WiVO, a.s.;3;Corporates;132062;05.05.2021;09.08.2021;CORP_MIS;05.05.2021;09.08.2021;OK
TBSK;1490506;Fruity Apple s.r.o.;6;Small Medium Business (SMB);135938;08.11.2021;09.02.2022;SME_9C;08.11.2021;09.02.2022;OK
TBSK;677651;S.C.S, s.r.o.;6;Small Medium Business (SMB);106106;27.11.2017;07.08.2018;SME_MIS;27.11.2017;07.08.2018;OK
TBSK;1359822;SS AUTO s. r. o.;6;Small Medium Business (SMB);122714;19.02.2020;19.06.2020;SME_MIS;19.02.2020;19.06.2020;OK
TLSK;758385;PATROL & GUARD s.r.o.;6;Small Medium Business (SMB);108585;12.02.2018;05.04.2018;SME_MIS;12.02.2018;05.04.2018;OK
TLSK;529231;Slnecna elektraren Lazany - blok 2-s.r.o.;18;Specialised Lending Project (excl. Commodity);107605;29.12.2017;30.04.2018;SLOT_PF_6.1;29.12.2017;30.04.2018;OK
TLSK;814427;LIGNUM MDV PLUS s. r. o.;3;Corporates;96345;16.01.2017;15.07.2019;CORP_MIS;16.01.2017;15.07.2019;OK
TLSK;1222831;MK MIKOR s.r.o.;6;Small Medium Business (SMB);123591;16.03.2020;26.08.2021;SME_9C;16.03.2020;26.08.2021;OK
TLSK;788561;Miroslav Mikulek, s.r.o.;6;Small Medium Business (SMB);94381;07.11.2016;22.11.2017;SME_MIS;07.11.2016;22.11.2017;OK
TLSK;214604;KNP s.r.o.;3;Corporates;91101;26.07.2016;17.04.2018;CORP_MIS;26.07.2016;17.04.2018;OK
TLSK;215568;TPS EU, s.r.o.;3;Corporates;111706;31.07.2018;21.01.2022;CORP_9C;31.07.2018;21.01.2022;OK
TLSK;1223283;"Polovnicky raj, s.r.o. ""v likvidaci-i""";3;Corporates;110286;30.04.2018;06.06.2018;CORP_MIS;30.04.2018;06.06.2018;OK
