unit;counterparty_code;counterparty_name;ctype_code;ctype_name;def_id;default_start_date;default_end_date;long_term_rating;currentstartdate;defaultenddate;dqi_check
RLBH;879769;BIPHARM DOO LUKAVAC;3;Corporates;98687;10.04.2017;29.09.2017;CORP_MIS;10.04.2017;29.09.2017;OK
RLBH;1050723;AGRO DANIJEL DOO SRBAC;3;Corporates;100925;08.06.2017;27.11.2018;CORP_MIS;08.06.2017;27.11.2018;OK
RLBH;162133;ZVIJEZDA DOO SARAJEVO;3;Corporates;98426;31.03.2017;31.08.2017;CORP_MIS;31.03.2017;31.08.2017;OK
RLBH;70969;KONZUM DOO SARAJEVO;3;Corporates;98425;31.03.2017;31.12.2018;CORP_MIS;31.03.2017;31.12.2018;OK
RLBH;874901;F Z DOO BUSOVACA PPIU DRUSTVO;6;Small Medium Business (SMB);103125;08.08.2017;31.10.2018;SME_3A;08.08.2017;31.10.2018;OK
RLBY1;574821;'PROLIV' SOOO;6;Small Medium Business (SMB);121511;17.12.2019;15.04.2021;SME_4B;17.12.2019;15.04.2021;OK
RLBY1;1205175;"OJSC ""CRANE PLANT""";3;Corporates;94162;31.10.2016;13.07.2018;CORP_MIS;31.10.2016;13.07.2018;OK
RLBY1;1800067;Stokrum OOO;6;Small Medium Business (SMB);136954;30.12.2021;14.07.2022;SME_9C;30.12.2021;14.07.2022;OK
RLBY1;574867;"""big-treil"" obshestvo s ogranichenn-oi otvetstvennostyu";6;Small Medium Business (SMB);122091;15.01.2020;06.01.2021;SME_MIS;15.01.2020;06.01.2021;OK
RLBY1;565864;"""kentavrplyus"" obshestvo  s ogranic-hennoi otvetstvennostyu";6;Small Medium Business (SMB);124974;26.05.2020;01.09.2020;SME_7A;26.05.2020;01.09.2020;OK
RLCZ;187508;RLRE Carina Property, s.r.o.;18;Specialised Lending Project (excl. Commodity);99307;28.04.2017;08.03.2018;SLOT_RE_6.13;28.04.2017;08.03.2018;OK
RLCZ;712152;AMF REECE CR, S.R.O.;3;Corporates;115430;31.01.2019;31.10.2019;CORP_MIS;31.01.2019;31.10.2019;OK
RLCZ;754566;SKI areál Ústí n/L - Zadní Telnice,;6;Small Medium Business (SMB);90841;19.07.2016;06.12.2016;SME_MIS;19.07.2016;06.12.2016;OK
RLCZ;712151;AUTO ENGE, A.S.;3;Corporates;105945;23.11.2017;30.10.2018;CORP_MIS;23.11.2017;30.10.2018;OK
RLCZ;485648;LUKDA TRANS SPOL S R O;6;Small Medium Business (SMB);100885;07.06.2017;22.12.2021;SME_9C;07.06.2017;22.12.2021;OK
RLCZ;1504444;Pure Nature s.r.o.;6;Small Medium Business (SMB);127371;11.09.2020;25.10.2022;SME_9C;11.09.2020;25.10.2022;OK
RLCZ;733671;VITKOVICKA DOPRAVA A S;3;Corporates;96186;04.01.2017;24.07.2018;CORP_6C;04.01.2017;24.07.2018;OK
RLCZ;806811;Trade Group Radek Masin, s.r.o;18;Specialised Lending Project (excl. Commodity);103946;15.09.2017;21.05.2020;SLOT_RE_6.24;15.09.2017;21.05.2020;OK
RLCZ;234714;ORCHIDEUS PROPERTY S R O;18;Specialised Lending Project (excl. Commodity);99306;28.04.2017;29.10.2018;SLOT_RE_MIS;28.04.2017;29.10.2018;OK
RLCZ;280339;DISCOVERY GROUP, a.s.;18;Specialised Lending Project (excl. Commodity);109725;29.03.2018;31.12.2018;SLOT_RE_MIS;29.03.2018;31.12.2018;OK
RLCZ;1335983;AIB KUNSTMANN METAL S R O;3;Corporates;128762;19.11.2020;28.07.2022;CORP_7A;19.11.2020;28.07.2022;OK
RLCZ;668931;TABAK INVEST A S;3;Corporates;125706;25.06.2020;28.07.2022;CORP_7A;25.06.2020;28.07.2022;OK
RLCZ;182736;J E T TRUCKING AND SERVICES S R O;3;Corporates;102407;19.07.2017;07.01.2021;CORP_MIS;19.07.2017;07.01.2021;OK
RLCZ;627413;VITKOVICE RECYCLING A S;3;Corporates;96185;04.01.2017;20.12.2017;CORP_6C;04.01.2017;20.12.2017;OK
RLCZ;935889;WITKOWITZ ENVI A S;3;Corporates;119950;27.09.2019;30.06.2020;CORP_6C;27.09.2019;30.06.2020;OK
RLCZ;1350094;VESPA Prostejov, spol. s r.o.;3;Corporates;115191;16.01.2019;31.10.2019;CORP_MIS;16.01.2019;31.10.2019;OK
RLCZ;292260;Remo Consulting a.s.;18;Specialised Lending Project (excl. Commodity);102189;11.07.2017;31.08.2017;SLOT_RE_MIS;11.07.2017;31.08.2017;OK
RLCZ;854145;Technic Tube, a.s.;3;Corporates;89781;15.06.2016;06.02.2017;CORP_MIS;15.06.2016;06.02.2017;OK
RLCZ;743775;Vaclav Cimburek CIVA Trans;3;Corporates;95244;07.12.2016;30.10.2018;CORP_MIS;07.12.2016;30.10.2018;OK
RLCZ;934331;Petr Hemerka;6;Small Medium Business (SMB);103425;21.08.2017;22.12.2021;SME_9C;21.08.2017;22.12.2021;OK
RLCZ;874260;INTEGART CZ S R O;3;Corporates;127310;09.09.2020;15.12.2022;CORP_9C;09.09.2020;15.12.2022;OK
RLCZ;648014;PARS KOMPONENTY S R O;6;Small Medium Business (SMB);122192;20.01.2020;30.04.2021;SME_MIS;20.01.2020;30.04.2021;OK
RLCZ;129913;MORA - TOP s.r.o.-MORA - TOP s.r.o.;3;Corporates;104629;11.10.2017;11.10.2017;CORP_MIS;11.10.2017;11.10.2017;OK
RLCZ;1335287;JAFA ZEMEDELSKE SLUZBY s.r.o.;6;Small Medium Business (SMB);103066;07.08.2017;11.04.2022;SME_9C;07.08.2017;11.04.2022;OK
RLCZ;124099;RUZOVA CENTRUM S R O;18;Specialised Lending Project (excl. Commodity);103665;31.08.2017;21.12.2017;SLOT_RE_MIS;31.08.2017;21.12.2017;OK
RLCZ;789542;ul. Petrzilkova, Praha 5;18;Specialised Lending Project (excl. Commodity);92102;15.09.2016;30.09.2017;SLOT_RE_MIS;15.09.2016;30.09.2017;OK
RLCZ;811600;BOREAS PROPERTY S R O;18;Specialised Lending Project (excl. Commodity);111812;07.08.2018;19.11.2021;SLOT_RE_6.41;07.08.2018;19.11.2021;OK
RLCZ;1035482;DOPRAVA ZARUBA M K S R O;3;Corporates;118691;29.07.2019;16.11.2022;CORP_9C;29.07.2019;16.11.2022;OK
RLCZ;170613;STEBAL SPEDITION S R O;3;Corporates;113290;23.10.2018;22.07.2022;CORP_6C;23.10.2018;22.07.2022;OK
RLCZ;627302;PZ PROJEKT A S;18;Specialised Lending Project (excl. Commodity);99305;28.04.2017;28.12.2018;SLOT_PF_MIS;28.04.2017;28.12.2018;OK
RLCZ;923043;CNGVITALL S R O;3;Corporates;113990;19.11.2018;03.07.2019;CORP_MIS;19.11.2018;03.07.2019;OK
RLCZ;214377;ITALMEC SPOL S R O;3;Corporates;103925;15.09.2017;31.10.2017;CORP_MIS;15.09.2017;31.10.2017;OK
RLCZ;534698;OBLEKOVICE GREEN POWER S.R.O.;18;Specialised Lending Project (excl. Commodity);129770;21.12.2020;15.09.2022;SLOT_PF_6.4;21.12.2020;15.09.2022;OK
RLCZ;485647;STROJIRNA LITVINOV SPOL S R O;3;Corporates;128976;26.11.2020;22.03.2022;CORP_6A;26.11.2020;22.03.2022;OK
RLGMBH;70897;CTP Chemisch Thermsiche Prozesstech-nik GmbH;3;Corporates;108325;02.02.2018;24.06.2022;CORP_9C;02.02.2018;24.06.2022;OK
RLGMBH;1356996;LDS Lederer Gebäudereinigung GmbH;6;Small Medium Business (SMB);116071;04.03.2019;07.02.2020;SME_MIS;04.03.2019;07.02.2020;OK
RLGMBH;1336159;Breiteneder Rechtsanwalt GmbH.;6;Small Medium Business (SMB);109525;26.03.2018;20.12.2018;SME_MIS;26.03.2018;20.12.2018;OK
RLGMBH;133660;UKRINVEST Holding GmbH;3;Corporates;90321;29.06.2016;28.05.2018;CORP_MIS;29.06.2016;28.05.2018;OK
RLGMBH;192379;ERIGONE D.O.O.;3;Corporates;108945;28.02.2018;28.09.2021;CORP_6A;28.02.2018;28.09.2021;OK
RLGMBH;325473;Guidel Assets Ltd.;3;Corporates;92881;29.09.2016;31.01.2017;CORP_MIS;29.09.2016;31.01.2017;OK
RLGMBH;205090;Heissner GmbH;3;Corporates;106285;30.11.2017;21.02.2018;CORP_6A;30.11.2017;21.02.2018;OK
RLGMBH;1336477;Monika Thurnher GmbH;6;Small Medium Business (SMB);107705;05.01.2018;17.05.2018;SME_MIS;05.01.2018;17.05.2018;OK
RLGMBH;25977;La Mercantile Scardovi GmbH;3;Corporates;122351;29.01.2020;16.10.2020;CORP_MIS;29.01.2020;16.10.2020;OK
RLGMBH;192721;EMMEZETA SRBIJA d.o.o.;3;Corporates;107405;27.12.2017;28.09.2021;CORP_6A;27.12.2017;28.09.2021;OK
RLGMBH;119582;XLSK Nabytok s. r. o.;3;Corporates;107385;27.12.2017;30.11.2018;CORP_7B;27.12.2017;30.11.2018;OK
RLGMBH;1336354;Installateur-Notruf Permetinger Gmb-H & Co KG;6;Small Medium Business (SMB);121630;19.12.2019;19.01.2022;SME_9C;19.12.2019;19.01.2022;OK
RLGMBH;1336475;mks Maschinen- und Kochgeräte Servi-ceges.m.b.H.;6;Small Medium Business (SMB);115910;26.02.2019;24.06.2021;SME_MIS;26.02.2019;24.06.2021;OK
RLGMBH;1336352;Innenbau Peschel GmbH;6;Small Medium Business (SMB);112146;28.08.2018;20.01.2022;SME_9C;28.08.2018;20.01.2022;OK
RLGMBH;741415;Marth GesbR;3;Corporates;101966;04.07.2017;21.03.2018;CORP_MIS;04.07.2017;21.03.2018;OK
RLGMBH;89399;Verein Freie Waldorfschule Wien Wes-t/ Rudolf Steiner Verein 1993;39;Associations;90982;25.07.2016;27.12.2018;CORP_8B;25.07.2016;27.12.2018;OK
RLHR;534994;TELEMACH HRVATSKA D.O.O.;3;Corporates;101526;26.06.2017;29.08.2017;CORP_10;26.06.2017;29.08.2017;ERROR
RLHR;734830;AAT GEOTHERMAE D.O.O.;6;Small Medium Business (SMB);119550;13.09.2019;22.02.2021;SME_MIS;13.09.2019;22.02.2021;OK
RLHR;108188;MIV D.D.;3;Corporates;114638;13.12.2018;22.04.2021;CORP_MIS;13.12.2018;22.04.2021;OK
RLHR;142190;LEGENDA PROMET D.O.O.-LEGENDA PROMET D.O.O.;3;Corporates;107586;29.12.2017;23.01.2019;CORP_MIS;29.12.2017;23.01.2019;OK
RLHR;285105;V.D.M. PROMET D.O.O.;6;Small Medium Business (SMB);124315;22.04.2020;18.05.2021;SME_MIS;22.04.2020;18.05.2021;OK
RLHR;936126;CHARTER-NOVAK D.O.O.;6;Small Medium Business (SMB);124313;22.04.2020;15.09.2020;SME_MIS;22.04.2020;15.09.2020;OK
RLHR;749876;BABIC PEKARA D.O.O.;3;Corporates;108445;06.02.2018;03.02.2021;CORP_MIS;06.02.2018;03.02.2021;OK
RLHR;1608844;BELJE PLUS D.O.O.;3;Corporates;117091;30.04.2019;26.02.2020;CORP_MIS;30.04.2019;26.02.2020;OK
RLHR;108085;MKA DEMING D.O.O.;3;Corporates;88322;28.04.2016;23.03.2021;CORP_MIS;28.04.2016;23.03.2021;OK
RLHR;138561;GRANOLIO D.D.;3;Corporates;104187;27.09.2017;30.11.2020;CORP_MIS;27.09.2017;30.11.2020;OK
RLHR;1254492;MANPOWER DRUSTVO S OGRANICENOM ODGO-VORNOSCU ZA PRIVREMENO;3;Corporates;128292;30.10.2020;06.08.2021;CORP_5A;30.10.2020;06.08.2021;OK
RLHR;82258;ALCA ZAGREB D.O.O.;3;Corporates;102106;10.07.2017;27.03.2018;CORP_10;10.07.2017;27.03.2018;ERROR
RLHR;779405;E-KOLEKTOR D.O.O.;3;Corporates;106565;12.12.2017;17.01.2020;CORP_MIS;12.12.2017;17.01.2020;OK
RLHR;108080;DETEKTOR D.O.O.;3;Corporates;88321;28.04.2016;30.04.2021;CORP_MIS;28.04.2016;30.04.2021;OK
RLHR;303563;¬AZMATRANS - NOVA D.O.O.;3;Corporates;121370;12.12.2019;07.01.2022;CORP_9C;12.12.2019;07.01.2022;OK
RLHR;1606485;JAMNICA PLUS D.O.O.;3;Corporates;117092;30.04.2019;26.02.2020;CORP_MIS;30.04.2019;26.02.2020;OK
RLHR;1487644;CARWIZ D.O.O.;3;Corporates;125994;09.07.2020;06.12.2021;CORP_9C;09.07.2020;06.12.2021;OK
RLHR;188625;DOK-ING D.O.O.;3;Corporates;114172;23.11.2018;28.02.2022;CORP_5B;23.11.2018;28.02.2022;OK
RLHR;1608842;PIK-VINKOVCI PLUS D.O.O.;3;Corporates;117093;30.04.2019;26.02.2020;CORP_MIS;30.04.2019;26.02.2020;OK
RLHR;1608845;VUPIK PLUS D.O.O.;3;Corporates;117095;30.04.2019;26.02.2020;CORP_MIS;30.04.2019;26.02.2020;OK
RLHR;159689;SILVA MORUS D.O.O.-SILVA MORUS D.O.O.;3;Corporates;107526;28.12.2017;29.09.2022;CORP_9C;28.12.2017;29.09.2022;OK
RLHR;1604907;TISAK PLUS D.O.O.;3;Corporates;117094;30.04.2019;26.02.2020;CORP_MIS;30.04.2019;26.02.2020;OK
RLHR;146341;ZAGREB-BETON, D.O.O.;3;Corporates;103647;30.08.2017;04.06.2020;CORP_MIS;30.08.2017;04.06.2020;OK
RLHR;107637;BRISAR SERVIS D.O.O.;6;Small Medium Business (SMB);102545;21.07.2017;18.05.2021;SME_MIS;21.07.2017;18.05.2021;OK
RLHR;1049564;ANAMIL D.O.O.;3;Corporates;105505;13.11.2017;30.11.2020;CORP_MIS;13.11.2017;30.11.2020;OK
RLHR;326970;MS EXPRES, VL. STANISLAV MODRIC I R-OMAN MODRIC;3;Corporates;125090;28.05.2020;29.10.2021;CORP_9C;28.05.2020;29.10.2021;OK
RLKO;669856;NDERRMARRJA E RE METAMB SH.P.K.;6;Small Medium Business (SMB);91021;26.07.2016;25.10.2018;SME_MIS;26.07.2016;25.10.2018;OK
RLKO;189608;N.P.T.SH.P.AERO COM-N.P.T.SH.P.AERO COM;6;Small Medium Business (SMB);101845;30.06.2017;15.08.2018;SME_MIS;30.06.2017;15.08.2018;OK
RLKO;1254552;ZONE CLUB PRISHTINA SHPK;6;Small Medium Business (SMB);131930;27.04.2021;21.09.2021;SME_MIS;27.04.2021;21.09.2021;OK
RLRO;844773;COMERT SANDU;6;Small Medium Business (SMB);109087;05.03.2018;12.03.2021;SME_MIS;05.03.2018;12.03.2021;OK
RLRO;465373;CRIS AGROFERT SRL;6;Small Medium Business (SMB);97567;02.03.2017;26.06.2019;SME_MIS;02.03.2017;26.06.2019;OK
RLRO;733140;VULTURUL & COMPANY SRL;6;Small Medium Business (SMB);108265;30.01.2018;13.02.2020;SME_MIS;30.01.2018;13.02.2020;OK
RLRO;703037;ENERGOBIT SA CLUJ SUC BUCURESTI;3;Corporates;89801;15.06.2016;22.11.2017;CORP_MIS;15.06.2016;22.11.2017;OK
RLRO;537800;JAV-ZEGREAN SRL;3;Corporates;126430;02.08.2020;04.05.2021;CORP_MIS;02.08.2020;04.05.2021;OK
RLRO;703036;ENERGOBIT SA CLUJ NAPOCA SUC CRAIOV;3;Corporates;89802;15.06.2016;26.06.2019;CORP_MIS;15.06.2016;26.06.2019;OK
RLRO;1496513;EUROLUK VEST AGREGATE SRL;6;Small Medium Business (SMB);112750;30.09.2018;10.06.2022;SME_9C;30.09.2018;10.06.2022;OK
RLRO;147677;ROXIRI TRANS SRL;6;Small Medium Business (SMB);127751;28.09.2020;14.06.2021;SME_MIS;28.09.2020;14.06.2021;OK
RLRO;176119;SAIZ TOUR ROMANIA SRL;3;Corporates;115651;12.02.2019;13.02.2020;CORP_MIS;12.02.2019;13.02.2020;OK
RLRO;778226;FARMVIL MEDIA SRL;3;Corporates;102866;31.07.2017;27.06.2019;CORP_MIS;31.07.2017;27.06.2019;OK
RLRO;166829;BRISEGROUP SRL;3;Corporates;114393;02.12.2018;02.07.2020;CORP_MIS;02.12.2018;02.07.2020;OK
RLRO;681499;GE MAR AL SRL;6;Small Medium Business (SMB);121031;01.12.2019;05.05.2022;SME_9C;01.12.2019;05.05.2022;OK
RLRO;464217;FOLISOL TRADING S R L;6;Small Medium Business (SMB);97568;02.03.2017;18.02.2020;SME_MIS;02.03.2017;18.02.2020;OK
RLRO;1038103;EUROLUK SPEDITION SRL;6;Small Medium Business (SMB);120471;29.10.2019;28.07.2021;SME_MIS;29.10.2019;28.07.2021;OK
RLRO;793030;IDEAL MACHINE GROUP SRL;6;Small Medium Business (SMB);119372;01.09.2019;24.03.2020;SME_MIS;01.09.2019;24.03.2020;OK
RLRO;106858;ATLASSIB SRL;3;Corporates;100405;25.05.2017;18.06.2020;CORP_MIS;25.05.2017;18.06.2020;OK
RLRO;543697;ACTIV GROUP MANAGEMENT SRL;3;Corporates;99425;03.05.2017;15.04.2019;CORP_7A;03.05.2017;15.04.2019;OK
RLRO;733913;ROMPAY SOLUTIONS SRL;3;Corporates;97249;20.02.2017;27.06.2019;CORP_MIS;20.02.2017;27.06.2019;OK
RLRO;925424;HERMES COURIER SERVICES SRL;6;Small Medium Business (SMB);129576;13.12.2020;14.06.2021;SME_MIS;13.12.2020;14.06.2021;OK
RLRO;784787;MIRA EXPORT SRL;3;Corporates;105305;08.11.2017;14.02.2020;CORP_MIS;08.11.2017;14.02.2020;OK
RLRO;463826;ZOOPROD SRL;6;Small Medium Business (SMB);86381;24.02.2016;14.02.2020;SME_MIS;24.02.2016;14.02.2020;OK
RLRO;129466;AGRO-CHIRNOGI SA;3;Corporates;90461;04.07.2016;24.11.2016;CORP_6C;04.07.2016;24.11.2016;OK
RLRO;716912;AGROMAD CROPS SRL;3;Corporates;125230;02.06.2020;30.09.2020;CORP_MIS;02.06.2020;30.09.2020;OK
RLRO;841723;CHIOREAN SPEDITION SRL;6;Small Medium Business (SMB);115471;30.01.2019;12.08.2021;SME_MIS;30.01.2019;12.08.2021;OK
RLRO;721021;WOODY TRANS IMPEX;6;Small Medium Business (SMB);125548;16.06.2020;01.10.2020;SME_MIS;16.06.2020;01.10.2020;OK
RLRO;652745;ROMFEREX IMPORT EXPORT SRL;6;Small Medium Business (SMB);114850;24.12.2018;12.03.2021;SME_MIS;24.12.2018;12.03.2021;OK
RLRO;194708;CABLERO SRL;6;Small Medium Business (SMB);107685;03.01.2018;25.06.2019;SME_MIS;03.01.2018;25.06.2019;OK
RLRO;767978;OBSTEA DE MOSNENI MUNTELE CORSORU;39;Associations;88541;05.05.2016;24.11.2016;CORP_MIS;05.05.2016;24.11.2016;OK
RLRO;761378;MAVEXPED SRL;6;Small Medium Business (SMB);111728;30.07.2018;13.02.2020;SME_MIS;30.07.2018;13.02.2020;OK
RLRO;703031;ENERGOBIT SA CLUJ NAPOCA SUC BACAU;3;Corporates;89803;15.06.2016;25.06.2019;CORP_MIS;15.06.2016;25.06.2019;OK
RLRO;773972;NUTRISOYA;6;Small Medium Business (SMB);113872;13.11.2018;22.03.2021;SME_MIS;13.11.2018;22.03.2021;OK
RLRO;689617;ANAIS MEDICAL CENTER SRL;3;Corporates;104466;02.10.2017;26.06.2019;CORP_MIS;02.10.2017;26.06.2019;OK
RLRO;727707;TOP AGREGATE SRL;6;Small Medium Business (SMB);119371;01.09.2019;12.03.2021;SME_MIS;01.09.2019;12.03.2021;OK
RLRO;524250;MIOARA COM SRL;6;Small Medium Business (SMB);136521;06.12.2021;10.06.2022;SME_9C;06.12.2021;10.06.2022;OK
RLRO;1406581;Asociatia benzinarilor privati;39;Associations;116072;03.03.2019;18.02.2020;CORP_MIS;03.03.2019;18.02.2020;OK
RLRS;165537;PAROSKI DOO SRBOBRAN;6;Small Medium Business (SMB);113731;05.11.2018;24.09.2021;SME_MIS;05.11.2018;24.09.2021;OK
RLRS;795718;MICK D.O.O.;3;Corporates;89821;16.06.2016;30.11.2018;CORP_MIS;16.06.2016;30.11.2018;OK
RLRS;1521547;NACIONALNA DISTRIBUCIJA D.O.O.;3;Corporates;120410;28.10.2019;04.03.2020;CORP_MIS;28.10.2019;04.03.2020;OK
RLRS;870568;FOODY RESTORANI D.O.O.;6;Small Medium Business (SMB);90784;18.07.2016;28.08.2018;SME_MIS;18.07.2016;28.08.2018;OK
RLRS;1439784;JOKA BOKA TRANS D.O.O.;6;Small Medium Business (SMB);105167;30.10.2017;27.04.2018;SME_MIS;30.10.2017;27.04.2018;OK
RLRS;717330;PRIVREDNO DRUSTVO-LAZOVIC-SPED DOO VRANESA;6;Small Medium Business (SMB);108125;25.01.2018;25.09.2019;SME_MIS;25.01.2018;25.09.2019;OK
RLRS;650054;EUROBUS LINE DOO GLOZJE - U PRINUD-OJ LIKVIDACIJI;6;Small Medium Business (SMB);104326;29.09.2017;05.10.2020;SME_MIS;29.09.2017;05.10.2020;OK
RLRS;742930;DOO KEMEL BAJMOK   U PRINUDNOJ LIKV;6;Small Medium Business (SMB);105306;08.11.2017;24.03.2020;SME_MIS;08.11.2017;24.03.2020;OK
RLRS;1511338;PRIMUS TRANS doo novi BEOGRAD;6;Small Medium Business (SMB);109585;27.03.2018;25.09.2019;SME_MIS;27.03.2018;25.09.2019;OK
RLRS;1250448;LOLA AUDIO DOO BEOGRAD;6;Small Medium Business (SMB);112172;29.08.2018;24.09.2021;SME_6B;29.08.2018;24.09.2021;OK
RLRS;769810;ALATCOOP DOO KANJIZA;6;Small Medium Business (SMB);107305;25.12.2017;21.01.2020;SME_6B;25.12.2017;21.01.2020;OK
RLRS;869239;NECA TTPP D O O  PROKUPLJE;3;Corporates;116070;04.03.2019;25.09.2019;CORP_MIS;04.03.2019;25.09.2019;OK
RLRU;1235656;OOO BIOIL;3;Corporates;111691;30.07.2018;06.05.2020;CORP_MIS;30.07.2018;06.05.2020;OK
RLRU;1626576;OOO RENTASPETSAVTO;6;Small Medium Business (SMB);132810;23.06.2021;30.12.2021;SME_9C;23.06.2021;30.12.2021;OK
RLRU;1608110;OOO VAKHRUSHEVSKAYA AVTOBAZA;3;Corporates;120574;07.11.2019;18.04.2022;CORP_9C;07.11.2019;18.04.2022;OK
RLRU;526376;OOO AGROALYANS;3;Corporates;86483;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;1325065;Avto-Invest;3;Corporates;125053;27.05.2020;12.01.2021;CORP_MIS;27.05.2020;12.01.2021;OK
RLRU;875258;OOO BAZIS-TREID;3;Corporates;86486;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;1532941;TEYK OLIMP OOO;3;Corporates;116410;26.03.2019;20.07.2021;CORP_MIS;26.03.2019;20.07.2021;OK
RLRU;1400680;LC Spectr;3;Corporates;125733;26.06.2020;28.05.2022;CORP_9C;26.06.2020;28.05.2022;OK
RLRU;144978;OOO ORD;3;Corporates;86061;15.02.2016;19.08.2016;CORP_MIS;15.02.2016;19.08.2016;OK
RLRU;690249;OOO PRODUKTOVAYA MOZAIKA;3;Corporates;86484;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;526362;OOO NLO;3;Corporates;86482;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;1196969;ERA CROSS ENGINEERING COMPANY;3;Corporates;114670;14.12.2018;15.11.2020;CORP_10;14.12.2018;15.11.2020;ERROR
RLRU;1854063;AZIMUT OOO;6;Small Medium Business (SMB);133250;05.07.2021;01.02.2022;SME_9C;05.07.2021;01.02.2022;OK
RLRU;1907813;SPETSTRANSAVTO OBSHCHESTVO S OGRANI-CHENNOI OTVETSTVENNOST'YU;3;Corporates;136955;30.12.2021;24.11.2022;CORP_9C;30.12.2021;24.11.2022;OK
RLRU;791605;ENERGETIKA, MIKROELEKTRONIKA, AVT;3;Corporates;129570;14.12.2020;09.06.2022;CORP_10;14.12.2020;09.06.2022;ERROR
RLRU;1050387;SIYANIE TK OOO;3;Corporates;126351;30.07.2020;27.10.2021;CORP_10;30.07.2020;27.10.2021;ERROR
RLRU;698744;SIBPROMSTROI OOO;3;Corporates;91841;26.08.2016;31.01.2019;CORP_MIS;26.08.2016;31.01.2019;OK
RLRU;89793;SATORI FINANCE-INDUSTRIAL CORP OOO;3;Corporates;92941;30.09.2016;28.04.2018;CORP_MIS;30.09.2016;28.04.2018;OK
RLRU;710740;RENT-SERVICE;3;Corporates;86481;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;1801948;TEKHRENT;3;Corporates;126850;21.08.2020;28.06.2022;CORP_10;21.08.2020;28.06.2022;ERROR
RLRU;846023;PROFI-TREID;3;Corporates;86443;25.02.2016;18.04.2017;CORP_MIS;25.02.2016;18.04.2017;OK
RLRU;1035878;TICKANE LTD;3;Corporates;118213;27.06.2019;07.10.2021;CORP_9C;27.06.2019;07.10.2021;OK
RLRU;792550;OOO KHK NOVOLEKS;3;Corporates;111690;30.07.2018;06.05.2020;CORP_MIS;30.07.2018;06.05.2020;OK
RLRU;877813;LLC EC SDM;3;Corporates;113830;12.11.2018;12.01.2021;CORP_MIS;12.11.2018;12.01.2021;OK
RLRU;1877299;ANGARA-TIMBERLAIN OOO;3;Corporates;140632;19.08.2022;23.11.2022;CORP_9C;19.08.2022;23.11.2022;OK
RLRU;705438;OOO ALYANS-PROFI;3;Corporates;86485;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;659151;RENT-GROUP;3;Corporates;86463;26.02.2016;18.04.2017;CORP_MIS;26.02.2016;18.04.2017;OK
RLRU;144982;OOO DOCKE EXTRUSION;3;Corporates;86081;15.02.2016;19.08.2016;CORP_9C;15.02.2016;19.08.2016;OK
RLRU;1325053;D-2 OOO;3;Corporates;123670;18.03.2020;27.08.2020;CORP_MIS;18.03.2020;27.08.2020;OK
RLRU;1035875;TANGODA;3;Corporates;118212;27.06.2019;07.10.2021;CORP_9C;27.06.2019;07.10.2021;OK
RLRU;1574267;SHP LOSEVO LLC;3;Corporates;129690;17.12.2020;30.12.2021;CORP_10;17.12.2020;30.12.2021;ERROR
RLRU;1429764;SV Logistic ltd;3;Corporates;114410;04.12.2018;18.01.2021;CORP_MIS;04.12.2018;18.01.2021;OK
RLRU;936080;SAMARAMEDPROM OAO;3;Corporates;114892;27.12.2018;12.01.2021;CORP_9C;27.12.2018;12.01.2021;OK
RLRU;1514459;AVTO-FLEET;3;Corporates;120010;03.10.2019;16.03.2022;CORP_9C;03.10.2019;16.03.2022;OK
RLRU;713177;OOO SU N299;3;Corporates;88741;13.05.2016;17.02.2017;CORP_MIS;13.05.2016;17.02.2017;OK
RLRU;714074;NE;3;Corporates;110569;23.05.2018;08.02.2021;CORP_MIS;23.05.2018;08.02.2021;OK
RLSI;23735;Poslovni sistem Mercator d.d.;3;Corporates;98485;03.04.2017;24.08.2021;CORPL_6B;03.04.2017;24.08.2021;OK
RLSI;287180;PAROS FRS D.O.O.;6;Small Medium Business (SMB);88001;21.04.2016;08.08.2017;SME_MIS;21.04.2016;08.08.2017;OK
RLSI;674749;STTIM D.O.O;6;Small Medium Business (SMB);87081;17.03.2016;01.12.2016;SME_MIS;17.03.2016;01.12.2016;OK
RLSI;205031;SKUPINA GROUP D.O.O.;3;Corporates;88502;04.05.2016;02.11.2021;CORP_9C;04.05.2016;02.11.2021;OK
RLSI;673765;SOL INTERCONTINENTAL, D.O.O;6;Small Medium Business (SMB);93941;26.10.2016;01.12.2016;SME_MIS;26.10.2016;01.12.2016;OK
RLSI;164931;BARTOG PROIZVODNO;3;Corporates;103905;14.09.2017;03.01.2018;CORP_MIS;14.09.2017;03.01.2018;OK
RLUA;1224556;RAIL INVESTMENTS LLC;3;Corporates;118810;05.08.2019;26.12.2019;CORP_9C;05.08.2019;26.12.2019;OK
