unit_code;cocunut;tiger_asset_class_id;min_exposure;min_co_exposure_threshold;min_turnover;min_turnover_threshold
RBRU;1057651;6;488502;2128000;7900000;7092000
RBRU;225782;6;408560;2128000;7180000;7092000
RBRU;1318193;6;2144133;2128000;6690000;7092000
RBRU;1205254;6;335019;2128000;8760000;7092000
RBRU;1973869;6;96529;2128000;7500000;7092000
RBRU;1622200;6;2275390;2128000;7620000;7092000
RBRU;1437276;6;792893;2128000;8370000;7092000
RBRU;953929;6;354297;2128000;9770000;7092000
RBRU;1448963;6;596223;2128000;7880000;7092000
RBRU;163023;6;1140992;2128000;7950000;7092000
RBRU;471756;6;500035;2128000;8260000;7092000
RBRU;290581;6;1690783;2128000;8230000;7092000
RBRU;1896203;6;128553;2128000;16230000;7092000
RBRU;1621900;6;443764;2128000;8250000;7092000
RBRU;1224552;6;1736915;2128000;15370000;7092000
RBRU;1042363;6;644689;2128000;8230000;7092000
RBRU;1974929;6;425984;2128000;7900000;7092000
RBRU;1876967;6;264624;2128000;7330000;7092000
RBRU;2028413;6;128553;2128000;8410000;7092000
RCL;52402;6;6537;1500000;10230000;5000000
RFACTOR;1544307;6;128274;1500000;28800000;5000000
RFACTOR;1612890;6;651697;1500000;765510000;5000000
RFACTOR;45237;6;796468;1500000;6200000;5000000
RFACTOR;1831221;6;3008863;1500000;0;5000000
RFACTOR;1551268;6;2505;1500000;75340000;5000000
RFACTOR;1336594;6;2103634;1500000;0;5000000
RLAIR;52402;6;11441;1500000;10230000;5000000
RLBH;781041;6;55511;1498000;3260000;2495000
RLBH;1490726;6;111346;1498000;3380000;2495000
RLBH;2078070;6;39528;1498000;2610000;2495000
RLBH;165743;6;69717;1498000;2970000;2495000
RLBH;1201272;6;36184;1498000;2790000;2495000
RLBH;1584629;6;1980;1498000;2620000;2495000
RLBH;1241136;6;12046;1498000;3970000;2495000
RLBH;1500249;6;61135;1498000;5470000;2495000
RLBH;1392465;6;10;1498000;2590000;2495000
RLBH;476088;6;41746;1498000;2830000;2495000
RLBH;223664;6;24177;1498000;2560000;2495000
RLBH;1346797;6;11034;1498000;2770000;2495000
RLBH;1339305;6;41078;1498000;2890000;2495000
RLBH;166410;6;10827;1498000;2960000;2495000
RLBH;522881;6;34176;1498000;4040000;2495000
RLBH;187001;6;64381;1498000;2970000;2495000
RLBH;591731;6;203779;1498000;2750000;2495000
RLBH;2204466;6;11241;1498000;20370000;2495000
RLBH;1874205;6;71182;1498000;3200000;2495000
RLBH;1269056;6;2799;1498000;2960000;2495000
RLBH;128089;6;17734;1498000;2750000;2495000
RLBH;1817527;6;44780;1498000;2600000;2495000
RLBY1;188156;6;30240;1806000;10510000;6006000
RLBY1;1482732;6;150589;1806000;18860000;6006000
RLBY1;778806;6;43504;1806000;6260000;6006000
RLBY1;1526815;6;28487;1806000;6670000;6006000
RLBY1;1231116;6;123114;1806000;7180000;6006000
RLBY1;1982542;6;111196;1806000;6510000;6006000
RLBY1;1621924;6;1839;1806000;7350000;6006000
RLCZ;1818876;6;185211;2048000;11010000;10241000
RLCZ;760240;6;141105;2048000;10460000;10241000
RLCZ;1794402;6;8280;2048000;15020000;10241000
RLCZ;1451706;6;840631;2048000;10950000;10241000
RLCZ;752762;6;304631;2048000;11900000;10241000
RLCZ;1614453;6;232613;2048000;11000000;10241000
RLCZ;1495443;6;251780;2048000;11540000;10241000
RLCZ;1927617;6;285560;2048000;11750000;10241000
RLCZ;198524;6;166266;2048000;31959000000;10241000
RLCZ;1892041;6;20153;2048000;11370000;10241000
RLCZ;1495444;6;42435;2048000;11540000;10241000
RLCZ;920031;6;986108;2048000;11540000;10241000
RLCZ;194817;6;344149;2048000;17400000;10241000
RLCZ;1819733;6;20967;2048000;12570000;10241000
RLCZ;242644;6;264;2048000;10580000;10241000
RLCZ;226336;6;30963;2048000;11060000;10241000
RLCZ;1971084;6;378215;2048000;13010000;10241000
RLCZ;1916720;6;253470;2048000;21380000;10241000
RLCZ;242772;6;12374;2048000;10420000;10241000
RLCZ;121740;6;15237;2048000;11820000;10241000
RLCZ;1493963;6;18326;2048000;17280000;10241000
RLCZ;1450299;6;656806;2048000;12490000;10241000
RLCZ;1843042;6;290902;2048000;14490000;10241000
RLCZ;1524084;6;159733;2048000;11000000;10241000
RLCZ;1208677;6;2845;2048000;13200000;10241000
RLCZ;1313030;6;8120;2048000;11370000;10241000
RLCZ;1826300;6;147304;2048000;99000000;10241000
RLCZ;716199;6;433004;2048000;12200000;10241000
RLCZ;1640546;6;213800;2048000;12640000;10241000
RLCZ;198628;6;82925;2048000;31959000000;10241000
RLCZ;1644372;6;46466;2048000;10310000;10241000
RLCZ;1964715;6;45487;2048000;11000000;10241000
RLHR;107576;6;191493;1542000;5280000;5107000
RLHR;304045;6;3963;1542000;5450000;5107000
RLHR;509455;6;62807;1542000;5970000;5107000
RLHR;936770;6;70611;1542000;5850000;5107000
RLHR;107500;6;0;1542000;5450000;5107000
RLHR;127539;6;5562;1542000;5280000;5107000
RLHR;108727;6;30779;1542000;5490000;5107000
RLHR;2204128;6;122687;1542000;6280000;5107000
RLKO;1642131;6;80244;1520000;6090000;5080000
RLKO;1615573;6;74387;1520000;5240000;5080000
RLKO;853321;6;10039;1520000;5610000;5080000
RLKO;535624;6;53444;1520000;6450000;5080000
RLKO;1056451;6;67227;1520000;6900000;5080000
RLKO;1824728;6;410028;1520000;6840000;5080000
RLKO;699372;6;16511;1520000;1251000000;5080000
RLKO;1638268;6;78465;1520000;9820000;5080000
RLKO;687974;6;13435;1520000;6450000;5080000
RLKO;323018;6;62303;1520000;5790000;5080000
RLRO;1856024;6;16167;1434000;9580000;4752000
RLRO;1527100;6;304495;1434000;7260000;4752000
RLRO;1431995;6;19982;1434000;5620000;4752000
RLRO;927210;6;48752;1434000;6480000;4752000
RLRO;850345;6;68053;1434000;5100000;4752000
RLRO;1644389;6;14601;1434000;9710000;4752000
RLRO;854381;6;12966;1434000;5230000;4752000
RLRO;1504786;6;1453;1434000;8370000;4752000
RLRO;1323657;6;23796;1434000;6200000;4752000
RLRO;1062916;6;210907;1434000;10250000;4752000
RLRO;1504785;6;20146;1434000;8370000;4752000
RLRO;926584;6;5238;1434000;5090000;4752000
RLRO;2198188;6;3907;1434000;6070000;4752000
RLRO;664924;6;12097;1434000;6090000;4752000
RLRO;869844;6;133375;1434000;5110000;4752000
RLRO;1062917;6;9958;1434000;10250000;4752000
RLRO;472541;6;318808;1434000;4950000;4752000
RLRO;1868147;6;13294;1434000;9080000;4752000
RLRO;178694;6;149881;1434000;5120000;4752000
RLRO;724493;6;43265;1434000;4930000;4752000
RLRO;664923;6;790563;1434000;6090000;4752000
RLRO;1215404;6;56971;1434000;4810000;4752000
RLRO;1803821;6;49697;1434000;8610000;4752000
RLRO;768707;6;15450;1434000;4930000;4752000
RLRO;930733;6;11505;1434000;5180000;4752000
RLRO;1968337;6;12163;1434000;5780000;4752000
RLRO;927404;6;214761;1434000;4910000;4752000
RLRO;1429047;6;423975;1434000;4970000;4752000
RLRO;808143;6;12227;1434000;8490000;4752000
RLRO;152201;6;787126;1434000;5770000;4752000
RLRO;806438;6;194;1434000;7260000;4752000
RLRO;926393;6;584273;1434000;5620000;4752000
RLRO;926391;6;201864;1434000;4790000;4752000
RLRO;829222;6;11246;1434000;5080000;4752000
RLRO;1361827;6;382830;1434000;7300000;4752000
RLRO;927258;6;128858;1434000;5030000;4752000
RLRO;1500800;6;1947;1434000;4950000;4752000
RLRO;931188;6;3140;1434000;4910000;4752000
RLRO;2010760;6;11644;1434000;5650000;4752000
RLRO;1916955;6;226312;1434000;5440000;4752000
RLRO;958167;6;460142;1434000;8330000;4752000
RLRO;756224;6;102200;1434000;4900000;4752000
RLRO;695348;6;12147;1434000;22310000;4752000
RLRO;1836457;6;45161;1434000;5240000;4752000
RLRO;1211174;6;36999;1434000;6340000;4752000
RLRO;1899086;6;2661;1434000;5240000;4752000
RLRO;928560;6;32161;1434000;10310000;4752000
RLRO;871186;6;386870;1434000;6950000;4752000
RLRO;1971863;6;3439;1434000;5360000;4752000
RLRO;780629;6;73899;1434000;5730000;4752000
RLRO;780827;6;20883;1434000;9710000;4752000
RLRO;1644394;6;1796;1434000;9710000;4752000
RLRO;1782416;6;144419;1434000;5180000;4752000
RLRO;949824;6;33082;1434000;22310000;4752000
RLRO;623665;6;11438;1434000;5300000;4752000
RLRO;727716;6;25803;1434000;4920000;4752000
RLRO;1557642;6;13346;1434000;7280000;4752000
RLRO;927224;6;147190;1434000;5430000;4752000
RLRO;1534661;6;9786;1434000;5640000;4752000
RLRO;753952;6;73781;1434000;4810000;4752000
RLRO;1327823;6;90485;1434000;5740000;4752000
RLRO;2026786;6;30157;1434000;10250000;4752000
RLRO;546790;6;21014;1434000;22310000;4752000
RLRO;793039;6;92129;1434000;9080000;4752000
RLRO;1431988;6;23203;1434000;6380000;4752000
RLRO;932792;6;141874;1434000;5260000;4752000
RLRO;161972;6;11305;1434000;5690000;4752000
RLRO;920508;6;13521;1434000;5430000;4752000
RLRO;759213;6;57778;1434000;7200000;4752000
RLRO;137407;6;6181;1434000;5520000;4752000
RLRO;764462;6;59182;1434000;5330000;4752000
RLRO;1027563;6;32468;1434000;7190000;4752000
RLRO;534184;6;18028;1434000;10070000;4752000
RLRO;682125;6;648510;1434000;5780000;4752000
RLRO;725492;6;28556;1434000;4930000;4752000
RLRO;1356791;6;28836;1434000;5030000;4752000
RLRO;186762;6;46874;1434000;4850000;4752000
RLRS;873395;6;27510;1016000;3060000;3039000
RLRS;1250679;6;18806;1016000;3970000;3039000
RLRS;1401971;6;54843;1016000;3050000;3039000
RLRS;2105709;6;4268;1016000;4530000;3039000
RLRS;1855461;6;8175;1016000;3290000;3039000
RLRS;292516;6;31702;1016000;3270000;3039000
RLRS;2079872;6;27864;1016000;3070000;3039000
RLRS;726774;6;178158;1016000;3570000;3039000
RLRS;2078497;6;18365;1016000;3570000;3039000
RLRS;1646028;6;19422;1016000;5040000;3039000
RLRS;139121;6;12169;1016000;4330000;3039000
RLRS;1427125;6;14132;1016000;3890000;3039000
RLRS;2176533;6;22998;1016000;3640000;3039000
RLRS;795170;6;3702;1016000;3550000;3039000
RLRS;1842635;6;1507;1016000;4570000;3039000
RLRS;1794082;6;24004;1016000;3410000;3039000
RLRS;1915859;6;43045;1016000;4190000;3039000
RLRS;1319476;6;97614;1016000;3890000;3039000
RLRS;1781701;6;5433;1016000;3120000;3039000
RLRS;934079;6;105694;1016000;3870000;3039000
RLRS;779023;6;59365;1016000;3630000;3039000
RLRS;848392;6;15244;1016000;4250000;3039000
RLRS;1998412;6;293048;1016000;3340000;3039000
RLRS;682030;6;127668;1016000;3990000;3039000
RLRS;178833;6;1327;1016000;17930000;3039000
RLRS;1893560;6;13524;1016000;3300000;3039000
RLRS;2143232;6;28781;1016000;3690000;3039000
RLRS;1430160;6;11929;1016000;3040000;3039000
RLRS;1527498;6;26613;1016000;12000000;3039000
RLRS;945003;6;50674;1016000;3710000;3039000
RLRS;1795278;6;108415;1016000;4040000;3039000
RLRS;2178827;6;45285;1016000;4090000;3039000
RLRS;2153059;6;371025;1016000;3230000;3039000
RLRS;688002;6;8307;1016000;4040000;3039000
RLRS;1483549;6;38182;1016000;3490000;3039000
RLRS;717933;6;8023;1016000;3270000;3039000
RLRS;161268;6;2997;1016000;4970000;3039000
RLRS;1809826;6;17238;1016000;4380000;3039000
RLRS;1349441;6;50446;1016000;3110000;3039000
RLRS;236104;6;32194;1016000;3250000;3039000
RLRS;1062865;6;19902;1016000;3490000;3039000
RLRS;118518;6;6617;1016000;4860000;3039000
RLRS;724598;6;35609;1016000;3450000;3039000
RLRS;625576;6;65651;1016000;3380000;3039000
RLRS;1036816;6;4571;1016000;3050000;3039000
RLRS;521267;6;19091;1016000;3660000;3039000
RLRS;2028372;6;15105;1016000;3950000;3039000
RLRS;1587337;6;23750;1016000;3190000;3039000
RLRS;722474;6;8333;1016000;3410000;3039000
RLRS;139150;6;28599;1016000;3490000;3039000
RLRS;118881;6;3637;1016000;6190000;3039000
RLRS;1528453;6;784;1016000;3200000;3039000
RLRS;1504803;6;311471;1016000;3230000;3039000
RLRS;1786893;6;16695;1016000;4180000;3039000
RLRS;1629097;6;1833;1016000;6200000;3039000
RLRS;2150580;6;35475;1016000;3690000;3039000
RLRS;786030;6;51981;1016000;3990000;3039000
RLRS;1985174;6;5579;1016000;3690000;3039000
RLRS;1508560;6;3864;1016000;4030000;3039000
RLRS;2119385;6;17677;1016000;3640000;3039000
RLRS;1426986;6;18043;1016000;3380000;3039000
RLRS;1983623;6;18348;1016000;11620000;3039000
RLRS;725952;6;11503;1016000;4260000;3039000
RLRS;2076110;6;24160;1016000;3110000;3039000
RLRS;1558809;6;227303;1016000;3500000;3039000
RLRS;1883732;6;10429;1016000;3210000;3039000
RLRS;291056;6;267175;1016000;3170000;3039000
RLRS;1426987;6;4540;1016000;3380000;3039000
RLRS;888399;6;39245;1016000;4020000;3039000
RLRS;885532;6;25108;1016000;4100000;3039000
RLRS;2154895;6;19869;1016000;3480000;3039000
RLRS;1917839;6;31460;1016000;3290000;3039000
RLRS;1395649;6;60148;1016000;6840000;3039000
RLRS;700259;6;29432;1016000;3990000;3039000
RLRU;1973090;6;5079;2128000;10150000;7092000
RLRU;1968039;6;85787;2128000;18520000;7092000
RLRU;1616653;6;296394;2128000;7960000;7092000
RLRU;1974611;6;5759;2128000;9190000;7092000
RLRU;1926415;6;11623;2128000;7360000;7092000
RLRU;885220;6;70471;2128000;8310000;7092000
RLRU;1876967;6;12609;2128000;7330000;7092000
RPL;1976139;6;73486;1500000;5090000;5000000
RPL;1217676;6;34351;1500000;8350000;5000000
RPL;110975;6;2189;1500000;5990000;5000000
RPL;660629;6;136356;1500000;10290000;5000000
RPL;388794;6;37603;1500000;6280000;5000000
RPL;1487333;6;133574;1500000;6040000;5000000
RPL;781492;6;16628;1500000;6280000;5000000
RPL;1331839;6;8791;1500000;6300000;5000000
RPL;1998977;6;186705;1500000;6040000;5000000
RPL;1484669;6;47588;1500000;6380000;5000000
RPL;469277;6;9883;1500000;7140000;5000000
RPL;76260;6;39510;1500000;6750000;5000000
RPL;1877908;6;8619;1500000;7270000;5000000
RPL;1809893;6;9299;1500000;5750000;5000000
RPL;1512986;6;27605;1500000;5010000;5000000
RPL;2072752;6;16479;1500000;7900000;5000000
RPL;948712;6;137818;1500000;6040000;5000000
RPL;117327;6;26100;1500000;6450000;5000000
RPL;442751;6;9149;1500000;6300000;5000000
RPL;1865100;6;93728;1500000;5650000;5000000
RPL;712102;6;41287;1500000;6380000;5000000
RPL;1339332;6;12375;1500000;6300000;5000000
RPL;77155;6;86226;1500000;5010000;5000000
RPL;1332222;6;16338;1500000;6560000;5000000
RPL;1996904;6;22077;1500000;5890000;5000000
RPL;1497763;6;18799;1500000;6490000;5000000
RPL;1240569;6;29459;1500000;5900000;5000000
RPL;75257;6;18964;1500000;7060000;5000000
RPL;77575;6;34960;1500000;5540000;5000000
RPL;1516136;6;3959;1500000;5330000;5000000
RPL;1395226;6;51774;1500000;9030000;5000000
RPL;551674;6;38886;1500000;5040000;5000000
RPL;1241394;6;24821;1500000;5740000;5000000
RPL;671582;6;11362;1500000;7490000;5000000
RPL;160681;6;8834;1500000;8310000;5000000
TBSK;504441;6;40000;1510000;9100000;8060000
TBSK;715810;6;283348;1510000;9930000;8060000
TBSK;1613904;6;14208;1510000;12910000;8060000
TBSK;884955;6;189619;1510000;9490000;8060000
TBSK;751931;6;11000;1510000;9400000;8060000
TBSK;1609009;6;90000;1510000;10640000;8060000
TBSK;90403;6;217800;1510000;8090000;8060000
TBSK;704476;6;7;1510000;12310000;8060000
TBSK;1234112;6;150000;1510000;10560000;8060000
TBSK;512910;6;200000;1510000;13990000;8060000
TBSK;690057;6;3320;1510000;8360000;8060000
TBSK;307519;6;200094;1510000;8300000;8060000
TBSK;850850;6;791251;1510000;8300000;8060000
TBSK;281833;6;700000;1510000;10300000;8060000
TBSK;1205798;6;1501500;1510000;10700000;8060000
TBSK;100044;6;200000;1510000;11210000;8060000
TBSK;713204;6;2;1510000;16120000;8060000
TBSK;670046;6;547976;1510000;8180000;8060000
TBSK;1560431;6;761223;1510000;9070000;8060000
TBSK;100107;6;315000;1510000;8840000;8060000
TBSK;1590936;6;464869;1510000;8510000;8060000
TBSK;708196;6;10000;1510000;9450000;8060000
TBSK;757951;6;9828;1510000;9160000;8060000
TBSK;597926;6;800000;1510000;8780000;8060000
TBSK;806601;6;400000;1510000;9490000;8060000
TBSK;227312;6;789920;1510000;8900000;8060000
TBSK;101729;6;1000000;1510000;8450000;8060000
TBSK;803142;6;50000;1510000;27180000;8060000
TBSK;936293;6;200000;1510000;22210000;8060000
TBSK;101104;6;500000;1510000;9390000;8060000
TBSK;1549355;6;400000;1510000;8390000;8060000
TBSK;1523599;6;19;1510000;8300000;8060000
TBSK;1050493;6;200000;1510000;9080000;8060000
TBSK;468383;6;281;1510000;9720000;8060000
TBSK;208978;6;15000;1510000;8260000;8060000
TBSK;122755;6;5283;1510000;8780000;8060000
TBSK;762967;6;176435;1510000;9810000;8060000
TBSK;692283;6;451866;1510000;8830000;8060000
TBSK;2079526;6;7;1510000;9490000;8060000
TBSK;1853707;6;12;1510000;9380000;8060000
TBSK;122911;6;220157;1510000;12910000;8060000
TBSK;674274;6;80864;1510000;8730000;8060000
TBSK;298767;6;106422;1510000;12310000;8060000
TBSK;1515803;6;316529;1510000;8290000;8060000
TBSK;1526972;6;510000;1510000;8500000;8060000
TBSK;122861;6;40000;1510000;10840000;8060000
TBSK;552827;6;833316;1510000;11020000;8060000
TBSK;164391;6;36781;1510000;12310000;8060000
TBSK;1242165;6;18;1510000;10640000;8060000
TBSK;1590688;6;100000;1510000;9430000;8060000
TBSK;944159;6;130000;1510000;9430000;8060000
TBSK;432593;6;1522661;1510000;1660000;8060000
TBSK;208158;6;200000;1510000;10410000;8060000
TBSK;100188;6;228060;1510000;9810000;8060000
TBSK;153361;6;700000;1510000;10020000;8060000
TBSK;751920;6;60000;1510000;27180000;8060000
TBSK;726763;6;100000;1510000;10640000;8060000
TBSK;804067;6;2000;1510000;9160000;8060000
TBSK;98687;6;850718;1510000;8230000;8060000
TLSK;1840914;6;14203;1510000;9070000;8060000
TLSK;887081;6;20791;1510000;16120000;8060000
TLSK;2036386;6;6817;1510000;26690000;8060000
TLSK;1603256;6;493820;1510000;19540000;8060000
TLSK;2117219;6;67793;1510000;8760000;8060000
TLSK;2079822;6;192181;1510000;8730000;8060000
TLSK;122911;6;16124;1510000;12910000;8060000
TLSK;806601;6;57840;1510000;9490000;8060000
TLSK;624801;6;99;1510000;8150000;8060000
TLSK;2117840;6;35423;1510000;8080000;8060000
TLSK;692283;6;59195;1510000;8830000;8060000
TLSK;1549355;6;56391;1510000;8390000;8060000
TLSK;1570883;6;334938;1510000;9140000;8060000
TLSK;450938;6;66233;1510000;8830000;8060000
TLSK;496559;6;1064936;1510000;20220000;8060000
TLSK;597926;6;105558;1510000;8780000;8060000
TLSK;1393861;6;78128;1510000;8460000;8060000
TLSK;1223590;6;50135;1510000;8200000;8060000
TLSK;2036360;6;462408;1510000;9010000;8060000
TLSK;708196;6;95757;1510000;9450000;8060000
TLSK;689645;6;27860;1510000;30630000;8060000
TLSK;674274;6;1749;1510000;8730000;8060000
TLSK;2073037;6;169043;1510000;14190000;8060000
TLSK;1359606;6;3687;1510000;9160000;8060000
TLSK;164391;6;18290;1510000;12310000;8060000
TLSK;2036324;6;375841;1510000;9140000;8060000
TLSK;598380;6;175211;1510000;8350000;8060000
TLSK;884955;6;42520;1510000;9490000;8060000
TLSK;539201;6;38340;1510000;27180000;8060000
TLSK;703889;6;1953;1510000;14900000;8060000
TLSK;2036387;6;89904;1510000;10840000;8060000
TLSK;598379;6;656826;1510000;8350000;8060000
TLSK;1515803;6;17672;1510000;8290000;8060000
TLSK;798441;6;74988;1510000;10100000;8060000
TLSK;1449628;6;65332;1510000;20220000;8060000
TLSK;207693;6;40047;1510000;8670000;8060000
TLSK;1062651;6;312122;1510000;9600000;8060000
TLSK;710586;6;97;1510000;8190000;8060000
TLSK;1613904;6;77982;1510000;12910000;8060000
TLSK;498666;6;7558;1510000;14900000;8060000
TLSK;1494399;6;1796;1510000;10200000;8060000
TLSK;857683;6;280360;1510000;8700000;8060000
TLSK;208158;6;254467;1510000;10410000;8060000
TLSK;777775;6;358430;1510000;8730000;8060000
TLSK;2036349;6;188264;1510000;9140000;8060000
TLSK;2036383;6;232192;1510000;9380000;8060000
TLSK;690340;6;31250;1510000;30630000;8060000
TLSK;98687;6;58084;1510000;8230000;8060000
TLSK;1853707;6;400416;1510000;9380000;8060000
