unit;trigger_default_id;trigger_default_cocunut;trigger_default_entity_type;trigger_default_entity_type_desc;trigger_default_class_1;trigger_default_rank;cross_default_id;cross_default_cocunut;cross_default_entity_type;cross_default_entity_type_desc;cross_default_class_1;cross_booking_company;cross_default_rank;number_days;trigger_default_start_conf_on;cross_default_start_conf_on;dqi_check
RBBG;88903;135439;3;Corporates;D11;1;88921;135439;3;Corporates;D12;RLBG;2;1;17.05.2016;18.05.2016;OK
RBBG;117851;1046398;6;Small Medium Business (SMB);D11;1;117910;1046398;6;Small Medium Business (SMB);D12;RLBG;2;8;10.06.2019;18.06.2019;ERROR
RBBG;119931;592372;6;Small Medium Business (SMB);D11;1;119971;592372;6;Small Medium Business (SMB);D12;RLBG;2;3;27.09.2019;30.09.2019;OK
RBBG;98725;531690;3;Corporates;D11;1;98765;531690;3;Corporates;D12;RLBG;2;1;10.04.2017;11.04.2017;OK
RBBG;138876;517671;3;Corporates;D11;1;138879;517671;3;Corporates;D12;RLBG;2;0;04.05.2022;04.05.2022;OK
RBBG;94261;467026;6;Small Medium Business (SMB);D11;1;94321;467026;6;Small Medium Business (SMB);D12;RLBG;2;1;03.11.2016;04.11.2016;OK
RBBG;102647;314406;3;Corporates;D11;1;102666;314406;3;Corporates;D12;RLBG;2;1;25.07.2017;26.07.2017;OK
RBBG;86721;231354;6;Small Medium Business (SMB);D8;1;94522;231354;6;Small Medium Business (SMB);D12;RLBG;2;252;07.03.2016;14.11.2016;ERROR
RBBG;96605;223124;6;Small Medium Business (SMB);D11;1;96645;223124;6;Small Medium Business (SMB);D12;RLBG;2;0;30.01.2017;30.01.2017;OK
RBBG;86601;190676;3;Corporates;D11;1;86682;190676;3;Corporates;D12;RBI;3;2;02.03.2016;04.03.2016;OK
RBBG;86601;190676;3;Corporates;D11;1;86603;190676;3;Corporates;D12;RLBG;2;0;02.03.2016;02.03.2016;OK
RBBG;102645;157089;3;Corporates;D11;1;102665;157089;3;Corporates;D12;RLBG;2;1;25.07.2017;26.07.2017;OK
RBBG;86604;156826;3;Corporates;D11;1;86683;156826;3;Corporates;D12;RBI;2;2;02.03.2016;04.03.2016;OK
RBBG;134770;1566248;3;Corporates;D11;1;134850;1566248;3;Corporates;D12;RLBG;2;1;28.09.2021;29.09.2021;OK
RBBG;122990;94459;3;Corporates;D11;1;123010;94459;3;Corporates;D12;RLBG;2;0;26.02.2020;26.02.2020;OK
RBBH;119010;1541082;6;Small Medium Business (SMB);D11;1;119030;1541082;6;Small Medium Business (SMB);D12;RLBH;2;0;19.08.2019;19.08.2019;OK
RBBH;142056;755440;6;Small Medium Business (SMB);D11;1;142098;755440;6;Small Medium Business (SMB);D12;RLBH;2;2;28.11.2022;30.11.2022;OK
RBBH;124510;1477862;6;Small Medium Business (SMB);D5;1;124531;1477862;6;Small Medium Business (SMB);D12;RLBH;2;1;07.05.2020;08.05.2020;OK
RBBH;123930;1204934;6;Small Medium Business (SMB);D11;1;123931;1204934;6;Small Medium Business (SMB);D12;RLBH;2;0;26.03.2020;26.03.2020;OK
RBBH;109845;223305;3;Corporates;D11;1;109886;223305;3;Corporates;D12;RLBH;2;2;02.04.2018;04.04.2018;OK
RBBH;132790;127511;3;Corporates;D8;1;132910;127511;3;Corporates;D12;RLBH;2;1;23.06.2021;24.06.2021;OK
RBBH;120490;701448;6;Small Medium Business (SMB);D11;1;120491;701448;6;Small Medium Business (SMB);D12;RLBH;2;1;31.10.2019;01.11.2019;OK
RBBH;123490;127566;3;Corporates;D11;1;123510;127566;3;Corporates;D12;RLBH;2;0;11.03.2020;11.03.2020;OK
RBBH;117590;127581;3;Corporates;D11;1;117610;127581;3;Corporates;D12;RLBH;2;1;27.05.2019;28.05.2019;OK
RBBH;135651;517336;3;Corporates;D11;1;135731;517336;3;Corporates;D12;RLBH;2;1;27.10.2021;28.10.2021;OK
RBBH;102886;128241;3;Corporates;D11;1;103686;128241;3;Corporates;D12;RLBH;2;31;31.07.2017;31.08.2017;ERROR
RBBH;105485;169209;6;Small Medium Business (SMB);D11;1;105585;169209;6;Small Medium Business (SMB);D12;RLBH;2;1;13.11.2017;14.11.2017;OK
RBBH;126610;167440;3;Corporates;D11;1;126650;167440;3;Corporates;D12;RLBH;2;0;11.08.2020;11.08.2020;OK
RBBH;134250;166071;6;Small Medium Business (SMB);D5;1;135791;166071;6;Small Medium Business (SMB);D12;RLBH;2;63;30.08.2021;01.11.2021;ERROR
RBBH;130771;1628208;3;Corporates;D11;1;130790;1628208;3;Corporates;D12;RLBH;2;0;23.02.2021;23.02.2021;OK
RBBH;119311;1043400;3;Corporates;D11;1;119332;1043400;3;Corporates;D12;RLBH;2;0;30.08.2019;30.08.2019;OK
RBBH;135172;1363353;6;Small Medium Business (SMB);D5;1;135190;1363353;6;Small Medium Business (SMB);D12;RLBH;2;0;05.10.2021;05.10.2021;OK
RBBH;95766;555875;3;Corporates;D11;1;95786;555875;3;Corporates;D12;RLBH;2;0;22.12.2016;22.12.2016;OK
RBBH;116930;949287;6;Small Medium Business (SMB);D11;1;116950;949287;6;Small Medium Business (SMB);D12;RLBH;2;0;19.04.2019;19.04.2019;OK
RBBH;91301;149445;3;Corporates;D11;1;91341;149445;3;Corporates;D12;RBI;2;2;02.08.2016;04.08.2016;OK
RBBH;113711;944068;6;Small Medium Business (SMB);D11;1;113730;944068;6;Small Medium Business (SMB);D12;RLBH;2;0;05.11.2018;05.11.2018;OK
RBBH;123610;935801;6;Small Medium Business (SMB);D11;1;123650;935801;6;Small Medium Business (SMB);D12;RLBH;2;1;17.03.2020;18.03.2020;OK
RBBH;130970;934071;6;Small Medium Business (SMB);D5;1;130990;934071;6;Small Medium Business (SMB);D12;RLBH;2;0;05.03.2021;05.03.2021;OK
RBBH;89061;737522;3;Corporates;D11;1;89161;737522;3;Corporates;D12;RLBH;2;3;23.05.2016;26.05.2016;OK
RBBH;116570;882690;6;Small Medium Business (SMB);D11;1;116571;882690;6;Small Medium Business (SMB);D12;RLBH;2;0;02.04.2019;02.04.2019;OK
RBBH;131894;875831;3;Corporates;D11;1;131895;875831;3;Corporates;D12;RLBH;2;1;26.04.2021;27.04.2021;OK
RBBH;125930;868204;3;Corporates;D11;1;125933;868204;3;Corporates;D12;RLBH;2;0;06.07.2020;06.07.2020;OK
RBBH;111108;792308;6;Small Medium Business (SMB);D11;1;111110;792308;6;Small Medium Business (SMB);D12;RLBH;2;0;25.06.2018;25.06.2018;OK
RBBH;127211;1043822;6;Small Medium Business (SMB);D11;1;127230;1043822;6;Small Medium Business (SMB);D12;RLBH;2;0;04.09.2020;04.09.2020;OK
RBBY;86901;676139;6;Small Medium Business (SMB);D8;1;86921;676139;6;Small Medium Business (SMB);D12;RLBY1;2;0;14.03.2016;14.03.2016;OK
RBBY;135391;780246;3;Corporates;D1;1;135393;780246;3;Corporates;D12;RLBY1;2;1;14.10.2021;15.10.2021;OK
RBBY;128910;875198;6;Small Medium Business (SMB);D1;1;128912;875198;6;Small Medium Business (SMB);D12;RLBY1;2;1;25.11.2020;26.11.2020;OK
RBBY;94183;878587;6;Small Medium Business (SMB);D11;1;94203;878587;6;Small Medium Business (SMB);D12;RLBY1;2;1;31.10.2016;01.11.2016;OK
RBBY;125852;886124;6;Small Medium Business (SMB);D8;1;125871;886124;6;Small Medium Business (SMB);D12;RLBY1;2;1;01.07.2020;02.07.2020;OK
RBBY;126271;904337;6;Small Medium Business (SMB);D11;1;126290;904337;6;Small Medium Business (SMB);D12;RLBY1;2;0;28.07.2020;28.07.2020;OK
RBBY;133010;1550083;6;Small Medium Business (SMB);D8;1;133032;1550083;6;Small Medium Business (SMB);D12;RLBY1;2;0;29.06.2021;29.06.2021;OK
RBBY;140079;1607998;6;Small Medium Business (SMB);D8;1;140092;1607998;6;Small Medium Business (SMB);D12;RLBY1;2;0;19.07.2022;19.07.2022;OK
RBBY;138215;1615370;6;Small Medium Business (SMB);D8;1;138216;1615370;6;Small Medium Business (SMB);D12;RLBY1;2;0;28.03.2022;28.03.2022;OK
RBBY;90266;179243;3;Corporates;D11;1;90281;179243;3;Corporates;D12;RLBY1;2;0;29.06.2016;29.06.2016;OK
RBBY;89761;179244;3;Corporates;D8;1;91641;179244;3;Corporates;D12;RLBY1;2;70;13.06.2016;22.08.2016;ERROR
RBBY;88021;319918;;;D8;1;88022;319918;;;D12;RLBY1;2;0;22.04.2016;22.04.2016;OK
RBBY;122211;469220;;;D1;1;122212;469220;;;D12;RLBY1;2;0;21.01.2020;21.01.2020;OK
RBBY;127890;492333;3;Corporates;D8;1;127910;492333;3;Corporates;D12;RLBY1;2;1;06.10.2020;07.10.2020;OK
RBBY;110405;503892;6;Small Medium Business (SMB);D8;1;110406;503892;6;Small Medium Business (SMB);D12;RLBY1;2;0;14.05.2018;14.05.2018;OK
RBBY;89341;505425;3;Corporates;D11;1;89361;505425;3;Corporates;D12;RLBY1;2;0;31.05.2016;31.05.2016;OK
RBBY;86661;560687;6;Small Medium Business (SMB);D8;1;86664;560687;6;Small Medium Business (SMB);D12;RLBY1;2;0;03.03.2016;03.03.2016;OK
RBBY;139753;579784;6;Small Medium Business (SMB);D11;1;139755;579784;6;Small Medium Business (SMB);D12;RLBY1;2;0;28.06.2022;28.06.2022;OK
RBBY;92964;585053;3;Corporates;D11;1;93082;585053;3;Corporates;D12;RLBY1;2;5;30.09.2016;05.10.2016;ERROR
RBBY;93141;1205175;3;Corporates;D11;1;94162;1205175;3;Corporates;D12;RLBY1;2;26;06.10.2016;01.11.2016;ERROR
RBBY;135090;1235933;6;Small Medium Business (SMB);D11;1;135130;1235933;6;Small Medium Business (SMB);D12;RLBY1;2;3;01.10.2021;04.10.2021;OK
RBBY;124051;1404620;6;Small Medium Business (SMB);D11;1;124052;1404620;6;Small Medium Business (SMB);D12;RLBY1;2;1;31.03.2020;01.04.2020;OK
RBBY;139553;1461841;3;Corporates;D8;1;139554;1461841;3;Corporates;D12;RLBY1;2;0;15.06.2022;15.06.2022;OK
RBBY;140394;1498993;6;Small Medium Business (SMB);D8;1;140395;1498993;6;Small Medium Business (SMB);D12;RLBY1;2;0;03.08.2022;03.08.2022;OK
RBCZ;125702;668931;3;Corporates;D11;1;125706;668931;3;Corporates;D12;RLCZ;2;0;25.06.2020;25.06.2020;OK
RBCZ;127612;152705;3;Corporates;D11;1;127613;152705;3;Corporates;D12;RLCZ;2;0;24.09.2020;24.09.2020;OK
RBCZ;130850;680460;3;Corporates;D11;1;137972;680460;3;Corporates;D12;TBSK;3;377;26.02.2021;10.03.2022;OK
RBCZ;133031;705362;3;Corporates;D11;1;133033;705362;3;Corporates;D12;RBRO;2;0;29.06.2021;29.06.2021;OK
RBCZ;119190;789173;3;Corporates;D6;1;126371;789173;3;Corporates;D12;RLCZ;2;0;27.08.2019;27.08.2019;OK
RBCZ;123750;798141;6;Small Medium Business (SMB);D11;1;123776;798141;6;Small Medium Business (SMB);D12;RLCZ;2;3;23.03.2020;26.03.2020;OK
RBCZ;134655;848592;6;Small Medium Business (SMB);D11;1;134681;848592;6;Small Medium Business (SMB);D12;RLCZ;2;0;24.09.2021;24.09.2021;OK
RBCZ;133633;852366;3;Corporates;D11;1;133634;852366;3;Corporates;D12;RLCZ;2;0;21.07.2021;21.07.2021;OK
RBCZ;119933;935889;3;Corporates;D11;1;119950;935889;3;Corporates;D12;RLCZ;2;0;27.09.2019;27.09.2019;OK
RBCZ;138636;1633086;3;Corporates;D11;1;138652;1633086;3;Corporates;D12;RLCZ;2;1;21.04.2022;22.04.2022;OK
RBCZ;139074;1848907;3;Corporates;D11;1;139080;1848907;3;Corporates;D12;AVAL;2;0;16.05.2022;16.05.2022;OK
RBCZ;138633;22265;11;Banks;D11;1;138635;22265;11;Banks;D12;RBI;2;0;21.04.2022;21.04.2022;OK
RBCZ;128974;485647;3;Corporates;D11;1;128976;485647;3;Corporates;D12;RLCZ;2;0;26.11.2020;26.11.2020;OK
RBCZ;86765;523659;3;Corporates;D5;1;108765;523659;3;Corporates;D12;TBSK;2;715;09.03.2016;22.02.2018;ERROR
RBCZ;125790;589346;3;Corporates;D8;1;125791;589346;3;Corporates;D12;RLCZ;2;0;29.06.2020;29.06.2020;OK
RBCZ;135991;600156;3;Corporates;D4;1;136011;600156;3;Corporates;D12;RLCZ;2;1;09.11.2021;10.11.2021;OK
RBCZ;121931;648014;6;Small Medium Business (SMB);D11;1;122192;648014;6;Small Medium Business (SMB);D12;RLCZ;2;20;03.01.2020;23.01.2020;ERROR
RBCZ;113611;648993;3;Corporates;D11;1;119310;648993;3;Corporates;D12;RLCZ;2;0;31.10.2018;31.10.2018;OK
RBCZ;140776;1312708;6;Small Medium Business (SMB);D4;1;140782;1312708;6;Small Medium Business (SMB);D12;RLCZ;2;0;30.08.2022;30.08.2022;OK
RBCZ;128730;1335983;3;Corporates;D11;1;128762;1335983;3;Corporates;D12;RLCZ;2;0;19.11.2020;19.11.2020;OK
RBCZ;128975;1437486;3;Corporates;D11;1;128977;1437486;3;Corporates;D12;RLCZ;2;0;26.11.2020;26.11.2020;OK
RBCZ;92701;14690;11;Banks;D8;1;102205;14690;11;Banks;D12;RBCZ;2;290;26.09.2016;13.07.2017;ERROR
RBCZ;115773;14690;11;Banks;D8;3;102205;14690;11;Banks;D12;RBCZ;2;588;21.02.2019;13.07.2017;OK
RBCZ;130850;680460;3;Corporates;D11;1;130890;680460;3;Corporates;D12;TLSK;2;4;26.02.2021;02.03.2021;OK
RBHR;137395;790135;3;Corporates;D11;1;137396;790135;3;Corporates;D12;RLHR;2;0;27.01.2022;27.01.2022;OK
RBHR;132673;1514778;3;Corporates;D5;1;132674;1514778;3;Corporates;D12;RLHR;2;0;18.06.2021;18.06.2021;OK
RBHR;130812;921803;6;Small Medium Business (SMB);D11;1;130822;921803;6;Small Medium Business (SMB);D12;RLHR;2;0;25.02.2021;25.02.2021;OK
RBHR;131131;952863;3;Corporates;D5;1;131133;952863;3;Corporates;D12;RLHR;2;0;12.03.2021;12.03.2021;OK
RBHR;110826;154531;3;Corporates;D5;1;110827;154531;3;Corporates;D12;RLHR;2;0;06.06.2018;06.06.2018;OK
RBHR;114170;188625;3;Corporates;D11;1;114172;188625;3;Corporates;D12;RLHR;2;0;23.11.2018;23.11.2018;OK
RBHR;114571;881024;3;Corporates;D5;1;114573;881024;3;Corporates;D12;RLHR;2;0;11.12.2018;11.12.2018;OK
RBHR;117112;142800;39;Associations;D8;1;117113;142800;39;Associations;D12;RLHR;2;1;01.05.2019;02.05.2019;OK
RBHR;107585;142190;3;Corporates;D11;1;107586;142190;3;Corporates;D12;RLHR;2;0;29.12.2017;29.12.2017;OK
RBHR;101626;140081;3;Corporates;D5;1;101646;140081;3;Corporates;D12;RLHR;2;0;28.06.2017;28.06.2017;OK
RBHR;140372;137490;3;Corporates;D11;1;140374;137490;3;Corporates;D12;RLHR;2;0;02.08.2022;02.08.2022;OK
RBHR;141693;212758;3;Corporates;D11;1;141695;212758;3;Corporates;D12;RLHR;2;0;27.10.2022;27.10.2022;OK
RBHR;98285;28482;3;Corporates;D11;1;98388;28482;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;131970;438772;6;Small Medium Business (SMB);D11;1;131972;438772;6;Small Medium Business (SMB);D12;RLHR;2;0;29.04.2021;29.04.2021;OK
RBHR;126190;449499;3;Corporates;D11;1;126197;449499;3;Corporates;D12;RLHR;2;0;24.07.2020;24.07.2020;OK
RBHR;139213;452776;3;Corporates;D11;1;139214;452776;3;Corporates;D12;RLHR;2;0;23.05.2022;23.05.2022;OK
RBHR;141153;516266;6;Small Medium Business (SMB);D11;1;141156;516266;6;Small Medium Business (SMB);D12;RLHR;2;0;23.09.2022;23.09.2022;OK
RBHR;118610;523245;3;Corporates;D5;1;118611;523245;3;Corporates;D12;RLHR;2;0;24.07.2019;24.07.2019;OK
RBHR;110888;535667;3;Corporates;D11;1;110889;535667;3;Corporates;D12;RLHR;2;0;12.06.2018;12.06.2018;OK
RBHR;106466;550299;3;Corporates;D4;1;117891;550299;3;Corporates;D12;RLHR;2;552;07.12.2017;12.06.2019;ERROR
RBHR;114792;594600;3;Corporates;D11;1;114793;594600;3;Corporates;D12;RLHR;2;0;20.12.2018;20.12.2018;OK
RBHR;138983;1030981;6;Small Medium Business (SMB);D11;1;138994;1030981;6;Small Medium Business (SMB);D12;RLHR;2;0;11.05.2022;11.05.2022;OK
RBHR;105445;1049564;3;Corporates;D8;1;105505;1049564;3;Corporates;D12;RLHR;2;1;12.11.2017;13.11.2017;OK
RBHR;85362;107459;6;Small Medium Business (SMB);D11;1;85363;107459;6;Small Medium Business (SMB);D12;RLHR;2;0;26.01.2016;26.01.2016;OK
RBHR;102525;107637;6;Small Medium Business (SMB);D11;1;102545;107637;6;Small Medium Business (SMB);D12;RLHR;2;0;21.07.2017;21.07.2017;OK
RBHR;88301;108080;3;Corporates;D5;1;88321;108080;3;Corporates;D12;RLHR;2;0;28.04.2016;28.04.2016;OK
RBHR;88302;108085;3;Corporates;D5;1;88322;108085;3;Corporates;D12;RLHR;2;0;28.04.2016;28.04.2016;OK
RBHR;114637;108188;3;Corporates;D11;1;114638;108188;3;Corporates;D12;RLHR;2;0;13.12.2018;13.12.2018;OK
RBHR;124390;108248;3;Corporates;D11;1;124391;108248;3;Corporates;D12;RLHR;2;0;27.04.2020;27.04.2020;OK
RBHR;140356;108730;3;Corporates;D11;1;140373;108730;3;Corporates;D12;RLHR;2;0;02.08.2022;02.08.2022;OK
RBHR;98306;108736;3;Corporates;D11;1;98367;108736;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;112046;108906;3;Corporates;D11;1;112047;108906;3;Corporates;D12;RLHR;2;0;23.08.2018;23.08.2018;OK
RBHR;121670;108940;3;Corporates;D11;1;121675;108940;3;Corporates;D12;RLHR;2;0;20.12.2019;20.12.2019;OK
RBHR;101627;108951;3;Corporates;D5;1;101647;108951;3;Corporates;D12;RLHR;2;0;28.06.2017;28.06.2017;OK
RBHR;98305;116810;3;Corporates;D11;1;98366;116810;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;102005;116944;6;Small Medium Business (SMB);D5;1;102025;116944;6;Small Medium Business (SMB);D12;RLHR;2;0;06.07.2017;06.07.2017;OK
RBHR;125991;120106;6;Small Medium Business (SMB);D11;1;125992;120106;6;Small Medium Business (SMB);D12;RLHR;2;0;09.07.2020;09.07.2020;OK
RBHR;129450;1215139;6;Small Medium Business (SMB);D11;1;129470;1215139;6;Small Medium Business (SMB);D12;RLHR;2;0;10.12.2020;10.12.2020;OK
RBHR;128631;1228759;3;Corporates;D11;1;128650;1228759;3;Corporates;D12;RLHR;2;0;17.11.2020;17.11.2020;OK
RBHR;126191;1229238;3;Corporates;D11;1;126196;1229238;3;Corporates;D12;RLHR;2;0;24.07.2020;24.07.2020;OK
RBHR;98307;124940;3;Corporates;D11;1;98385;124940;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;98345;125693;3;Corporates;D11;1;98387;125693;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;132130;128296;6;Small Medium Business (SMB);D4;1;132131;128296;6;Small Medium Business (SMB);D12;RLHR;2;0;10.05.2021;10.05.2021;OK
RBHR;136772;128329;6;Small Medium Business (SMB);D11;1;136774;128329;6;Small Medium Business (SMB);D12;RLHR;2;0;20.12.2021;20.12.2021;OK
RBHR;129131;130084;6;Small Medium Business (SMB);D11;1;129190;130084;6;Small Medium Business (SMB);D12;RLHR;2;0;01.12.2020;01.12.2020;OK
RBHR;98308;132770;3;Corporates;D11;1;98386;132770;3;Corporates;D12;RLHR;2;0;31.03.2017;31.03.2017;OK
RBHR;131630;1355886;6;Small Medium Business (SMB);D11;1;131631;1355886;6;Small Medium Business (SMB);D12;RLHR;2;0;09.04.2021;09.04.2021;OK
RBHR;129832;1358535;3;Corporates;D11;1;129851;1358535;3;Corporates;D12;RLHR;2;0;23.12.2020;23.12.2020;OK
RBHU;120810;535543;3;Corporates;D11;1;120850;535543;3;Corporates;D12;RPL;2;0;25.11.2019;25.11.2019;OK
RBHU;92442;110737;3;Corporates;D11;1;95185;110737;3;Corporates;D12;RPL;2;80;13.09.2016;02.12.2016;ERROR
RBHU;132590;1225257;6;Small Medium Business (SMB);D1;1;132632;1225257;6;Small Medium Business (SMB);D12;RPL;2;5;11.06.2021;16.06.2021;ERROR
RBHU;120811;623895;3;Corporates;D11;1;120851;623895;3;Corporates;D12;RPL;2;0;25.11.2019;25.11.2019;OK
RBHU;121632;195361;3;Corporates;D11;1;122030;195361;3;Corporates;D12;RPL;2;22;19.12.2019;10.01.2020;ERROR
RBI;142398;66031;3;Corporates;D11;1;142435;66031;3;Corporates;D12;RBRO;2;1;20.12.2022;21.12.2022;OK
RBI;138153;1511188;3;Corporates;D11;1;138214;1511188;3;Corporates;D12;RBILEG;2;6;22.03.2022;28.03.2022;ERROR
RBI;89402;677803;3;Corporates;D11;3;89401;677803;3;Corporates;D12;RLRO;2;12;01.06.2016;13.06.2016;OK
RBI;89404;677805;3;Corporates;D11;1;89561;677805;3;Corporates;D12;RBRO;2;7;01.06.2016;08.06.2016;ERROR
RBI;90783;724263;3;Corporates;D11;1;90881;724263;3;Corporates;D12;RBSG;2;2;18.07.2016;20.07.2016;OK
RBI;107185;78870;3;Corporates;D11;1;107205;78870;3;Corporates;D12;RBCZ;2;0;22.12.2017;22.12.2017;OK
RBI;107185;78870;3;Corporates;D11;1;107208;78870;3;Corporates;D12;TBSK;3;5;22.12.2017;27.12.2017;OK
RBI;141972;807434;3;Corporates;D11;1;141975;807434;3;Corporates;D12;RBCZ;2;1;22.11.2022;23.11.2022;OK
RBI;113330;191268;3;Corporates;D1;1;113350;191268;3;Corporates;D12;RLGMBH;2;0;24.10.2018;24.10.2018;OK
RBI;89402;677803;3;Corporates;D11;3;89381;677803;3;Corporates;D12;RBRO;1;1;01.06.2016;31.05.2016;OK
RBI;89403;209331;3;Corporates;D11;1;89581;209331;3;Corporates;D12;RBRO;2;7;01.06.2016;08.06.2016;ERROR
RBI;142395;41066;3;Corporates;D11;1;142432;41066;3;Corporates;D12;RBRO;2;1;20.12.2022;21.12.2022;OK
RBI;142397;497943;3;Corporates;D11;1;142434;497943;3;Corporates;D12;RBRO;2;1;20.12.2022;21.12.2022;OK
RBI;142396;66029;3;Corporates;D11;1;142433;66029;3;Corporates;D12;RBRO;2;1;20.12.2022;21.12.2022;OK
RBI;107188;119582;3;Corporates;D11;1;107385;119582;3;Corporates;D12;RLGMBH;2;5;22.12.2017;27.12.2017;ERROR
RBI;107190;1225000;3;Corporates;D11;1;107207;1225000;3;Corporates;D12;TBSK;2;5;22.12.2017;27.12.2017;ERROR
RBI;107190;1225000;3;Corporates;D11;1;107406;1225000;3;Corporates;D12;RBCZ;3;5;22.12.2017;27.12.2017;OK
RBILEG;101965;204456;3;Corporates;D8;1;101985;204456;3;Corporates;D12;RBI;2;2;04.07.2017;06.07.2017;OK
RBIPL;113704;796031;;;D11;2;104365;796031;;;D12;RBI;1;2;27.09.2017;29.09.2017;OK
RBKO;88981;124641;3;Corporates;D11;1;89822;124641;3;Corporates;D12;RLKO;2;28;19.05.2016;16.06.2016;ERROR
RBKO;140672;1831041;6;Small Medium Business (SMB);D8;1;140673;1831041;6;Small Medium Business (SMB);D12;RLKO;2;1;22.08.2022;23.08.2022;OK
RBKO;134590;164836;6;Small Medium Business (SMB);D5;1;134591;164836;6;Small Medium Business (SMB);D12;RLKO;2;0;21.09.2021;21.09.2021;OK
RBKO;131931;1254552;6;Small Medium Business (SMB);D11;2;131930;1254552;6;Small Medium Business (SMB);D12;RLKO;1;0;27.04.2021;27.04.2021;OK
RBKO;122650;124641;3;Corporates;D11;3;89822;124641;3;Corporates;D12;RLKO;2;1342;18.02.2020;16.06.2016;OK
RBRO;114251;510526;3;Corporates;D11;1;114270;510526;3;Corporates;D12;RLRO;2;0;28.11.2018;28.11.2018;OK
RBRO;98225;600834;3;Corporates;D1;1;98226;600834;3;Corporates;D12;RLRO;2;1;31.03.2017;30.03.2017;OK
RBRO;89626;677810;3;Corporates;D11;1;89661;677810;3;Corporates;D12;RBI;2;2;08.06.2016;10.06.2016;OK
RBRO;87321;710784;6;Small Medium Business (SMB);D8;1;87402;710784;6;Small Medium Business (SMB);D12;RLRO;2;1;30.03.2016;31.03.2016;OK
RBRO;124657;716912;3;Corporates;D2;1;125230;716912;3;Corporates;D12;RLRO;2;18;15.05.2020;02.06.2020;ERROR
RBRO;125542;721021;6;Small Medium Business (SMB);D2;1;125548;721021;6;Small Medium Business (SMB);D12;RLRO;2;0;16.06.2020;16.06.2020;OK
RBRO;97248;733913;3;Corporates;D1;1;97249;733913;3;Corporates;D12;RLRO;2;0;20.02.2017;20.02.2017;OK
RBRO;113870;773972;6;Small Medium Business (SMB);D11;1;113872;773972;6;Small Medium Business (SMB);D12;RLRO;2;0;13.11.2018;13.11.2018;OK
RBRO;110830;796330;3;Corporates;D1;2;110829;796330;3;Corporates;D12;RLRO;1;1;06.06.2018;07.06.2018;OK
RBRO;104685;796794;6;Small Medium Business (SMB);D8;1;104745;796794;6;Small Medium Business (SMB);D12;RLRO;2;1;16.10.2017;17.10.2017;OK
RBRO;100305;806177;6;Small Medium Business (SMB);D11;1;100406;806177;6;Small Medium Business (SMB);D12;RLRO;2;7;24.05.2017;31.05.2017;ERROR
RBRO;127911;868646;6;Small Medium Business (SMB);D11;1;127912;868646;6;Small Medium Business (SMB);D12;RLRO;2;0;07.10.2020;07.10.2020;OK
RBRO;121677;923058;6;Small Medium Business (SMB);D11;2;121676;923058;6;Small Medium Business (SMB);D12;RLRO;1;0;20.12.2019;20.12.2019;OK
RBRO;131442;926608;6;Small Medium Business (SMB);D8;1;131450;926608;6;Small Medium Business (SMB);D12;RLRO;2;1;29.03.2021;30.03.2021;OK
RBRO;113890;933474;6;Small Medium Business (SMB);D11;1;113891;933474;6;Small Medium Business (SMB);D12;RLRO;2;1;13.11.2018;14.11.2018;OK
RBRO;119071;933612;6;Small Medium Business (SMB);D1;1;119072;933612;6;Small Medium Business (SMB);D12;RLRO;2;0;21.08.2019;21.08.2019;OK
RBRO;114671;1328249;6;Small Medium Business (SMB);D11;1;114672;1328249;6;Small Medium Business (SMB);D12;RLRO;2;0;14.12.2018;14.12.2018;OK
RBRO;128612;134868;6;Small Medium Business (SMB);D11;1;128630;134868;6;Small Medium Business (SMB);D12;RLRO;2;0;17.11.2020;17.11.2020;OK
RBRO;129610;1361624;6;Small Medium Business (SMB);D11;1;129611;1361624;6;Small Medium Business (SMB);D12;RLRO;2;0;15.12.2020;15.12.2020;OK
RBRO;123410;1439300;6;Small Medium Business (SMB);D11;1;123411;1439300;6;Small Medium Business (SMB);D12;RLRO;2;0;06.03.2020;06.03.2020;OK
RBRO;128590;156570;6;Small Medium Business (SMB);D11;1;128592;156570;6;Small Medium Business (SMB);D12;RLRO;2;0;16.11.2020;16.11.2020;OK
RBRO;127631;1574160;6;Small Medium Business (SMB);D11;1;127650;1574160;6;Small Medium Business (SMB);D12;RLRO;2;0;25.09.2020;25.09.2020;OK
RBRO;140895;1930703;6;Small Medium Business (SMB);D11;1;140896;1930703;6;Small Medium Business (SMB);D12;RLRO;2;0;05.09.2022;05.09.2022;OK
RBRO;114253;508153;3;Corporates;D11;1;114271;508153;3;Corporates;D12;RLRO;2;0;28.11.2018;28.11.2018;OK
RBRO;101748;465664;6;Small Medium Business (SMB);D8;1;101866;465664;6;Small Medium Business (SMB);D12;RLRO;2;1;29.06.2017;30.06.2017;OK
RBRO;130011;465309;3;Corporates;D11;1;130012;465309;3;Corporates;D12;RLRO;2;0;30.12.2020;30.12.2020;OK
